162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܕܒܐܝܕܟ܉,,ܒܐܝܕܟ,ܕܒܐܝܕܝ̈ܟ,,ܕܒܐܝ,ܕܒܐܝܕܟܡܢܐܠܦܝܢ,ܕܒܐܝܕ̈ܝܟ
,ܡܢܐܠܦ,,ܡܢܐܠܦ,ܡܢܐܠܦ,,ܡܢܐܠܦ,,ܡܢܐܠܦ
,ܕܦܪ̈ܚܢ܂ܘܛܒܐ,,ܨܦܪ̈ܝܢ,ܨܦܪ̈ܝܢ,,ܨܦܪ̈ܐܕܦܪ̈ܚܝܢܒܐܐܝܪ܀ܛܒ,ܨܦܪ̈ܝܢ,ܨܦܪ̈ܝܢ
,,,ܕܦܪ̈ܚܢ,ܕܦܪ̈ܚܢ,,,ܕܦܪܚܝܢܒܐܐܪ܂܂,ܕܦܪ̈ܝܟ
,,,ܒܐܐܪ܂,ܒܐܐܪ܆ܒܪܝܛܒܐܗَܝ,,,,ܒܐܐܪ܂
,,,ܘܛܒܬܐ,,,,ܒܪܝܛܒܐܗ̄ܝ,ܒܪܝܛܒܐܗ̄ܝ
,ܡܣܟܢܘܬܐ,,ܡܣܟܢܘܬܐ,ܡܣܟܢܘܬܐ,,ܡܣܟܢܘܬܐ,ܡܣܟܢܘܬܐ,ܡܣܟܢܘܬܐ
,ܕܡܟܢܫܐ܉,,ܕܡܟܢܫܐ܆,ܕܡܟܢܫܐ,,ܕܡܟܢܫܐ,ܕܡܟܢܫܐ,ܕܡܥܢܫܐ܁
,ܡܢܥܘܬܪܐ,,ܡܢܥܘܬܪܐ,ܡܢܥܘܬܪܐ,,ܡܢܥܘܬܪܐ,ܡܢܥܘܬܪܐ,ܡܢܥܘܬܪܐ
,ܕܡܒܕܪ܂,,ܣܓܝܐܐܕܡܒܕܪ܀,ܕܡܒܕܪܘܬܐ܆,,ܕܡܒܕܛܒ,ܕܡܒܕܪ܇,ܕܡܒܕܪܘܬܐ܂
,ܘܛܒ,,ܘܛܒ,ܘܛܒ,,,ܘܛܒ,ܘܛܒ
,ܡܐܢܐܕܥܡܪܐܕܥܠܝܟ܉ܡܢܒܘܨܐܘܫܐܪ̈ܝܐܕܐܚܪ̈ܢܐ܀,,ܬܥܠܐܕܚܝܡܢܐܪܝܐ,ܬܥܠܐܕܚܝܡܢܐܪܝܐ,,ܬܥܠܐܕܚܝܡܢܐܪܝܐ,ܬܥܠܐܕܚܝܡܢܐܪܝܐ,ܬܥܠܐܕܚܝܡܢܐܪܝܐ
,,,ܕܡܝܬܕܡܝٌܬ܀٥٠܆ܒܪܝ܂,ܕܡܝܬ܆,,ܕܡܝܝܬ܀ܒܪܝ,ܕܡܝܬ܂܂,ܕܡܝܬ܂
,ܒܪܝ,,,ܒܪܝ,,,ܒܪܝ,ܒܪܝ
,ܟܒܘܫ,,ܟܒܘܫ,ܟܒܘܫ,,,ܟܒܘܫ,ܟܒܘܫ
,ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ,ܡܠܬܐ
,ܒܠܒܟ܂,,ܒܠܒܟ܂,ܒܠܒܟ,,ܒܠܒܟ܂,ܒܠܒܟ,ܒܠܒܐ
,ܘܢܛܐܒ,,ܘܢܛܐܒ,ܘܢܛܐܒ,,ܘܢܐܛܒ,ܘܢܛܐܒ,ܘܢܛܐܒ
,ܠܟ܂,,ܠܟ܂,ܠܟ܆,,ܠܟ܂,ܠܟܡܛܠܐܝܢ,ܠܟ܂
,,,ܘܠܐܬܓܠܐ,ܡܛܠܕܐܢ,,ܘܠܐܬܓܠܐ,,ܡܛܠܕܐܢ
,,,,,,,ܐܡܪܬ,
,,,,ܐܡܪܬ,,,,ܐܡܪܬ
,,,ܐܪܙܐ,,,ܪܐܙܐ,,
,,,ܕܚܒܪܟ܂,ܡܠܬܟ܆,,ܕܚܒܪܟ܂,,
,ܡܛܠ,,ܡܛܠ,,,ܡܛܠ,,
,ܕܡܐ,,,,,,,
,ܕܚܠܦܬ,,ܕܚܠܦܬ,,,ܕܚܠܦܬ,,
,ܡܠܬܟ,,ܡܠܬܐ܆,,,ܡܠܬܐ,,ܡܠܬܟ
,ܐܘܒܕܬܪܚܡܟ܀ܒܪܝ,,ܚܠܦܬ,,,ܚܠܦܬ,,ܚܠܦܬ
,,,ܚܒܪܟ܂,,,ܚܒܪܟ܀ܓܠܐܪܐܙܐ,,ܚܒܪܟ܂
,,,ܘܕܓܠܐܐܪܙܐ,ܒܪܝܠܐ,,,,ܒܪܝܠܐ
,,,ܣܟܠܐ,ܬܦܘܩ,,ܣܟܠܐ,,ܐܦܩ܂
,,,ܗَܘ܀٥١܆ܚܙܝ,,,ܗܘ܀ܒܪܝ,,
,ܠܐܬܦܘܩ,,ܠܐܬܦܘܩ,,,ܠܐܬܦܘܩ,,
,ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ,,ܬܐ,ܡܠܬܐ,ܡܠܬܐ
,ܡܢ,,ܡܢ,ܡܢ,,ܡܢ,ܡܢ,ܡܢ
,ܦܘܡܟ܂,,ܦܘܡܟ܆,ܦܘܡܟ܆,,ܦܘܡܟ,ܦܘܡܟ,ܦܘܡܟ܂
,ܥܕܡܐ,,ܥܕܡܐ,ܥܕܡܐ,,ܥܕܡܐ,ܥܕܡܐ,ܥܕܡܐ
,ܕܬܬܡܠܟ,,ܕܬܬܡܠܟ,ܕܬܗܦܟܝܗ,,ܕܬܬܡܠܟ,ܕܬܗܦܟܝܗ,ܕܐܗܦܟܝܗ
,ܒܓܘܠܒܟ܂,,ܒܠܒܟ܂,ܒܠܒܟ܆,,ܒܠܒܟ܂,ܒܠܒܟ܂,ܒܠܒܟ܂
,ܡܛܠܕܛܒܘ,,ܡܛܠ,ܡܛܠ,,ܛܠ,ܡܛܠܕܛܒܘ,ܡܛܠܕܛܒܘ
,,,ܕܛܒ,ܕܛܒ,,ܕܛܒ,,
,,,,,,,,ܓܒܪܐ
,ܠܓܒܪܐ,,ܠܓܒܪܐ,ܗَܘ,,ܠܓܒܪܐ,ܠܓܒܪܐ,
,,,,ܓܒܪܐ,,,,
,ܕܡܬܬܩܠ,,ܕܡܬܬܩܠ,ܕܡܬܬܩܠ,,ܕܡܬܬܩܠ,ܕܡܬܬܩܠ,ܕܡܬܬܩܠ
,ܒܠܒܗ܉ܘܠܐܡܬܬܩܠ,,ܒܪܓܠܗ܆,ܒܪܓܠܗ,,ܒܪܓܠܗ,ܕܪܓܠܗ,ܒܪܓܠܗ
,,,,,,ܛܒ,,
,,,ܡܢܡܢ,ܡܢܡܢ,,ܡܢܡܢ,ܡܢܡܢ,ܡܢܡܢ
,,,ܕܡܬܬܩܠ,ܕܡܬܬܩܠ,,ܕܡܬܬܩܠ,ܕܡܬܬ̱ܩܠܒܠܫܢܗ܂܂ܒܪܝܐܝܢ,ܕܡܬܬܩܠ
,ܒܠܫܢܗ܀,,ܒܠܫܢܗ܀,ܒܠܫܢܗ܆,,ܒܠܫܢܗ܀,,ܒܠܫܢܗ܂
,,,٥٢܆,,,ܒܪܝ,,
,ܒܪܝܐܢ,,ܒܪܝܐܢ,ܒܪܝܐܢ,,,,ܒܪܝܐܢ
,ܬܫܡܥܡܠܬܐ,,ܬܫܡܥܡܠܬܐ,ܬܫܡܥܡܠܬܐ,,,ܬܫܡܥܡܠܬܐ,ܬܫܡܥܡܠܬܐ
,ܒܝܫܬܐ܉,,ܡܢ,ܡܢ,,,ܡܢ,ܡܢ
,,,ܐܢܫ܆ܛܫܝܗ,ܐَܢܫܐܐܥܠܠܗܒܐܪܢܐ,,,ܐ̄ܢܫ܆,ܐܢܫܐܬܥܠܠܗ
,ܐܥܠܝܗ,,,,,,ܐܥܠܝܗ,
,ܒܐܪܥܐ,,ܒܐܪܥܐ,,,,ܒܐܪܥܐ,ܒܐܪܥܐ
,ܫܒܥܐܡ̈ܝܢ܀ܒܪܝܨܝܕܡܨܘܬܐ,,ܕܠܐܬܬܓܠܐܡܛܠ,ܐܡܝܢ,,,ܐܡܝܢ,ܬܡ̈ܝܟ
,,,,ܐܪܒܥ,,,ܐܪܒܥ,ܐܪܒܥ
,,,ܕܟܡܐ,ܕܟܡܐ,,,ܘܐܟܡܐ,ܕܟܡܐ
,,,ܕܬܕܪܘܟ,ܕܬܕܪܘܟ,,,ܕܬܕܪܘܟ,ܕܐܕܪܘܟ
,,,ܥܠܝܗ,ܫܠܝܗܬܘܒܕܝܗ܆ܒܪܝ,,,ܥܠܝܗ,ܥܠܝܗ
,,,ܬܩܒܪܝܗ܂٥٣܆ܒܪܝ܂,,,,ܬܘܒܕܝܗ܂܂ܒܪܝ,ܐܘܒܕ܂ܝܗ܂ܒܪܝ
,,,ܒܝܢܬ,ܒܝܢܬ,,ܒܝܢܬ,ܒܝܢܬ,ܒܝܢܬ
,,,ܐܝܠܝܢ,ܐܝܠܝܢ,,ܐܝܠܝܢ,ܐܝܠܝܢ,ܐܝܠܝܢܕܢܨܝܢܠܐܬܩܘܡ܂ܡܛܠܕܡܢܡܨܘܬܐܗܘܬ
,,,ܕܢܨܝܢ,ܕܢܨܝܢ,,ܕܢܨܝܢ,ܕܥܨܝܢ,
,ܠܐ,,ܠܐ,ܠܐ,,ܠܐ,ܠܐ,
,ܬܟܬܪ܂,,ܬܩܘܡ܂,ܬܩܘܡ܆,,ܬܩܘܡ܂,ܬܩܘܡ܂,
,ܡܛܠ,,ܡܛܠ,ܡܛܠ,,ܡܛܠ,ܡܛܠ,
,ܕܡܢ,,ܕܡܢ,ܕܡܢ,,ܠܢ,ܡܢ,
,,,ܓܘܚܟܐܗܘܝܐ,ܡܨܘܬܐܗܘܐ,,ܓܘܚܟܐܗܘܝܐ,ܡܨܘܬܐܗܘܐ,
,,,ܡܨܘܬܐ܆,ܕܝܢܐ܆,,ܡܨܘܬܐ,ܕܝܢܐ܂,ܕܝܢܐ܂
,,,ܘܡܢܡܨܘܬܐܗܘܐ,ܘܡܢܕܝܢܐ,,ܘܡܢܡܨܘܬܐܗܘܐ,ܘܕܝܢܐ,ܘܡܢܕܝܢܐ
,,,ܬܟܬܘܫܐ܆,ܗܘܐ,,ܬܘܫܐ,ܗܘܐ,ܗܘܐ
,,,ܘܡܢ,ܡܘܬܐ܆,,ܘܡܢ,ܡܘܬܐ,ܡܘܬܐ܂
,,,unclear,ܒܪܝܐܢܚܙܝܬ,,,ܒܪܝܐܢܚܙܝܬ,ܒܪܝܐܢܚܙܝܬ
,ܬܟܬܘܫܐܗܘܐܩܛܠܐ܀,,ܬܟܬܘܫܐܗܘܐܩܛܠܐ܀,ܐَܢܫܐ,,ܬܟܬܘܫܐܗܘܐܩܛܠܐ܀,ܐ̄ܢܫ,ܐܢܫܐ
,,,٥٤܆ܠܐ,ܕܩܫܝܫ,,,ܕܩܫܝܫ,ܕܩܫܝܫ
,,,,ܡܢܟ,,,ܡܢܟ,ܡܢܟ܇
,,,,ܩܕܡܘܗܝ,,,ܩܕܡܘܗܝ,ܩܕܡܘܗܝ
,,,,ܬܒ܆,,,ܬܒܘܐܠܗܘ,ܬܒ܂
,,,,ܘܐܢܗܘ,,,,ܘܐܢܗܘ
,,,,ܕܠܐܦܪܥ,,,ܕܠܐܦܪܥ,ܕܠܐܦܪܥ
,,,,ܠܟ܆,,,ܠܟ܂,ܠܟ܂
,,,,,,,ܐܠܗܐܦܪܥܠܟ܂܂,ܒܪܝܛܪܠܫܢܟܡܢܕܓܠܘܬܐܘܐܝܕ̈ܝܟ
,,,,ܒܪܝܛܪܠܫܢܟܡܢܕܓܠܘܬܐ,,,ܒܪܝܛܪܠܫܢܟܡܢܕܓܠܘܬܐ,
,,,,ܘܐܝܕܝ̈ܟ,,,ܘܐܝܕܝܟ̈,
,,,,ܡܢܓܢܒܘܬܐ,,,ܡܢܓܢܒܘܬܐ,ܡܢܓܢܒܘܬܐ
,,,,ܕܬܬܩܪܐ,,,ܕܬܬܩܪܚܟܝܡܐ܂܂,ܕܬܬܩܪܐ
,,,,ܚܟܝܡܐ܆,,,,ܚܟܝܡܐ܂
,,,,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ,,,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ
,,,,ܕܐܢَܬܬܐ܆,,,ܕܐܢ̄ܬܬܐ,ܕܐܢ̄ܬܬܐ܂ܐܢܬܒܐܫܠܗܬܠܘܛܟ܂ܘܐܢܢܛܐܒܠܗܠܐܬܒܪܟܟ܂
,,,,ܐܢ,,,ܐܢ,
,,,,ܐܬܒܐܫ,,,ܐܬܐܒܫ,
,,,,ܠܗ,,,ܠܗ,
,,,,ܬܠܘܛܟ܆ܘܐܢܢܛܐܒܠܗܠܐܬܒܪܟܟ܆,,,ܬܠܘܛܟ܂ܘܐܢܢܛܟܒܠܗܬܒܪܟܟ܂܂ܒܪܝ,
,,,,ܒܪܝܟܠ,,,,ܒܪܝܟܠ
,,,,ܕܗܕܝܪ,,,ܕܗܕܝܪ,ܕܗܕܝܪ
,,,,ܒܠܒܘܫܗ,,,ܒܠܒܘܫܗ,ܒܠܒܘܫܗ
,,,,ܗܕܝܪ,,,ܗܕܝܪ,ܗܕܝܪ
,,,,ܒܡܠܬܗ܆,,,ܒܡܠܬܗ܂,ܒܡܠܬܗ܂
,,,,ܘܕܫܝܛܒܠܒܘܫܗܫܝܛܐܦ,,,ܘܕܫܝܛܒܠܒܘܫܗܫܝܛܐܦ,
,,,,ܒܡܠܬܗ܆,,,ܒܡܠܬܗ܂܂ܒܪܝ,
,,,,ܒܪܝܐܢܬܫܟܚ,,,,ܒܪܝܐܢܬܫܟܚ
,,,,ܐَܢܫ,,,,ܐ̄ܢܫ
,,,,ܡܕܡܩܕܡܨܠܡܐܕܨܝܪܡܢܬܗ,,,,ܡܕܡܩܕܡܨܠܡܐܕܨܝܪܡܢܬܗ
,,,,ܗܒܠܗ܆ܒܪܝܬܬܠܠܟܐܝܕܐܕܣܒܥܬ܆ܘܠܐ,,,,ܗܒܠܗ܂ܒܪܝ
,,,,ܬܬܠܠܟܐܝܕܐ,,,ܬܬܠܠܟܐܝܕܐ,ܬܬܠܠܟܐܝܕܐ
,,,,ܕܣܒܥܬ,,,ܕܣܒܥܬ,ܕܣܒܥܬ܂
,,,,ܘܠܐܬܬܠܠܟܐܝܕܐ,,,ܗܘܬܘܟܦܢܬ܂ܘܠܐܬܬܠܗܐܝܕܐܕܟܦܢܬܗܘܬܘܗܫܐܣܒܥܬ܂܂ܒܪܝܟܠܒܐܕܫܒܩܡܪܘܗܝܘܐܬܐܒܬܪܟܒܟܐܦܐܡܚܘܗܝ,ܘܠܐܬܬܠܠܟܐܝܕܐ
,,,,ܕܟܦܢܬ܆,,,,ܕܟܦܢܬ܂
,,,,ܒܪܝܟܠܒܐܕܫܒܩܡܪܗܘܐܬܐܒܬܪܟܒܟܐܦ̈ܐܪܓܘܡܝܗܝ܆,,,,ܒܪܝܟܠܒܐܕܫܒܩܡܪܗܘܐܬܐܒܬܪܟܒܟܐܦ̈ܐܪܓܘܡܝܗܝ܆
,,,,ܡܛܠܕܠܘܬܟܠܐ,,,ܡܛܠܕܠܘܬܟܠܐ,ܡܛܠܕܠܘܬܟܠܐ
,,,,ܥܡܪ܆ܒܪܝܢܡܚܝܟܓܒܪܐܚܟܝܡܐ,,,ܥܡܪ܂܂,ܥܡܪ܂
,,,,,,,ܒܪܝܢܡܚܟܓܒܪܐܚܟܝܡܐ,ܒܪܝܢܡܚܟܓܒܪܐܚܟܝܡܐ
,,,,ܚܘܛܪ̈ܐ,,,ܚܘܛܪܐܣܓܝܐܬܐ̈܂ܘܠܐܢܡܫܚܟܣܟܠܐܡܫܚܢ̈ܐܒܣܝܡܐ܂܂ܒܪܝܥܡܚܟܝܡܐ,ܚܘܛܪ̈ܐ
,,,,ܣܓܝ̈ܐܬܐ܆,,,,ܣܓܝܐܬ̈ܐ܆
,,,,ܘܠܐܢܡܫܚܟܣܟܠܐ,,,,ܘܠܐܢܡܫܚܟܣܟܠܐ
,,,,ܡܫ̈ܚܢܐܒܣܝ̈ܡܐ܆ܒܪܝܥܡܚܟ̈ܝܡܐ,,,,ܡܫܚ̈ܢܐܒܣܝܡ̈ܐ܂ܒܪܝܥܡܚܟܝܡ̈ܐܠܐܬܣܪܘܚ܂ܘܥܡܣܪܘܚܐܠܐܬܬܚܟܡ܂
,,,,ܠܐ,,,ܠܐ,
,,,,ܬܣܪܘܚ܆,,,ܬܣܪܘܚ܂ܥܡܣܪ̈ܘܚܐܠܐܬܬܚܟܡ܂܂ܒܪܝܐܝܬܡܣܢ̈ܐ܂܂܂ܒܪ̈ܓܠܝܟܕܪܕܪܐܕܘܫ܂ܘܠܒܒܠܟܐܘܪܚܐܠܒܢܝܟ̈܂܂ܒܪܝܒܪܥܬܝܪ̈ܐܐܟܠܚܘܝܐܘܐܡܪܝܢܠܐܣܝܘܬܐܐܟܠܘܒܪܡܣܟܝܢ̈ܐܬܘܒܐܟܠܠܗܘܐܡܪܝܢܠܟܦܢܗܐܟܠܠܗ܂܂,
,ܒܪܝ,,,,,ܒܪܝ,ܒܪܝ,
,ܟܠܕܠܐܕܐܢܕܝܢܐܬܪܝܨܐ܉ܡܪܓܙܠܐܠܗܐ܀ܒܪܝܐܬܪܚܩܡܢܪܚܡܗܕܐܒܘܟ܉ܕܠܡܐ,,,,,unclear,ܐܟܘܠܡܢܬܟ,
,,,ܬܩܘܡܒܚܪܝܢܐܠܘܩܒܠܡܢܕܥܫܝܢܡܢܟ܂,ܘܥܡ,,ܬܩܘܡܒܚܪܝܢܐܠܘܩܒܠܡܢܕܥܫܝܢܡܢܟ܂,ܘܥܡ,
,,,ܘܐܥܒܪܡܠܬܐ܂,ܣܪ̈ܘܚܐܠܐܬܬܚܟܡ܆,,unclearܐܥܒܪܡܠܬܐ,ܚܒܪܟܠܐܬܣܒܪ܂܂,
,,,ܘܦܣܘܩ,ܒܪܝܥܡܕܠܐ,,ܘܦܣܘܩ,,ܒܪܝܥܡܕܠܐ
,,,ܒܝܫܬܐ܂,,,ܒܝܫܬܐ,,
,,,ܘܙܟܝܠܒܝܫܬܐ,,,ܘܙܟܝܠܒܝܫܬܐ,,
,,,ܒܛܒܬܐ܂ܘܩܢܝ,,,ܒܛܒܬܐ܀,,
,,,,,,ܒܪܝ,ܒܪܝ,
,,,,,,ܩܢܝ,ܥܡ,
,,,ܠܟܠܒܐ,ܒܗܬ,,ܠܟܠܒܐ,ܒܗܬ,ܒܗܬ
,,,ܡܟܝܟܐ,,,ܟܐ,,ܡܢ
,,,ܘܢܓܝܪܘܬܪܘܚܐ,ܠܚܡܐܠܐ,,ܘܢܓܝܪܘܬܪܘܚܐ,ܠܚܡܐܠܐ,ܠܚܡܐܠܐ
,,,ܘܡܣܝܒܪܢܘܬܐܘܨܒܝܢܐܛܒܐ܆,ܬܐܟܘܠ܆,,ܘܡܣܝܒܪܢܘܬܐ܂ܨܒܝܢܐܛܒܐ܂,ܬܐܟܘܠ܂܂܂܂ܒܪܝܒܛܒܬܗܕܚܒܪܟܠܐܬܩܦܨ܂ܘܒܒܝܫܬܗܠܐܬܚܕܗ܂܂,ܬܐܟܘܠ܂
,,,ܘܚܪܬܐܕܗܠܝܢ,ܒܪܝܠܐܬܪܚܩܡܢ,,ܘܚܪܬܐܕܗܠܝܢ,ܒܪܝܠܐܬܪܚܩܡܢ,ܒܪܝܠܐܬܪܚܩܡܢ
,ܪܚܡܟ,,ܚ̈ܝܐ,ܪܚܡܟ,,ܚܝ̈ܐ,ܪܚܡܟ,ܪܚܡܟ
,ܠܐܡܛܐ,,ܘܢܝܚܐ,ܩܕܡܝܐ܆,,ܘܢܝܚܐ,ܩܕܡܝܐ,ܩܕܡܝܐ܂
,,,ܢܗܘܘܢ,ܕܠܡܐ,,ܢܗܘܢ,ܕܠܡܐ,ܕܠܡܐ
,ܠܟ܀,,ܠܟ܀,ܐَܚܪܢܐܠܐ,,ܠܟ܀,ܐܚܪܢܐܠܐ,ܐܚܪܢܐܠܐ
,ܒܪܝ,,٥٥܆ܒܪܝ܂,ܢܩܘܡ,,ܒܪܝ,ܐ̄ܢܩܘܡܒܕܘܟܬܗ܂܂ܒܪܝܠܓܢܬܗܕܕܝܢܢ̈,ܢܩܘܡ
,ܠܓܢܬܪܘܪ̈ܒܢܐ,,ܟܠܢܫ,ܒܕܘܟܬܗ܆,,ܟܠܢܫ,,ܒܕܘܟܬܗ܂
,ܠܐ,,,ܒܪܝܠܓܢܬܐܕܕܝܢܐܠܐܬܚܘܬ܆ܘܠܒܪܬ,,,ܠܐ,ܒܪܝܠܓܢܬܐܕܕܝܢܐܠܐܬܚܘܬ܆ܘܠܒܪܬ
,ܬܚܘܬ܉ܘܠܒ̈ܢܬܪܘܪ̈ܒܢܐ,,,ܪܝܫ̈ܐܠܐܬܡܟܘܪ܆,,,ܬܚܘܬܘܠܒܪܬܐܕܕܝܢ݁ܐ,ܕܝܢܐ
,ܠܐ,,,,,,ܠܐ,ܠܐ
,ܬܬܩܪܒ܀ܒܪܝܥܕܪܪܚܡܟܩܕܡܫܠܝܛܐ܉ܕܬܫܟܚܬܥܕܪܝܘܗܝܡܢܐܪܝܐ܀,,,,,,ܬܡܟܘܪ܂,ܬܡܟܘܪ܂
,,,,ܒܪܝܣܥܘܪܪܚܡܟ,,,ܒܪܝܣܥܘܪܪܚܡܟ,ܒܪܝܣܥܘܪܪܚܡܟ
,,,,ܒܡܠ̈ܐ,,,ܒܡ̈ܠܐ,ܒܡ̈ܠܐ
,,,,ܛܒ̈ܬܐ,,,ܛܒܬ̈ܐ,ܛܒ̈ܬܐ
,,,,ܩܕܡܫܠܝܛܐܘܐܡܪܠܡܥܕܝܘܬܗܡܢܦܘܡܗ,,,ܩܕܡܫܠܝܛܐܘܐܡܪܠܡܥܕܝܘܬܗܡܢܦܘܡܗ,ܩܕܡܫܠܝܛܐܘܐܡܪܠܡܥܕܝܘܬܗܡܢܦܘܡܗ
,,,,ܕܐܪܝܐ܆,,,ܕܐܪܝܐ܂܂,ܕܐܪܝܐ܂
,ܒܪܝܠܐܬܚܕܐܠܗ,,,ܒܪܝܠܐܬܚܕܐܠܗ,,,ܒܪܝܠܐܬܚܕܐܠܗ,ܒܪܝܠܐܬܚܕܐܠܗ
,ܠܒܥܠܕܒܒܟܟܕ,,,ܠܒܥܠܕܒܒܟ܆ܟܕܢܡܘܬ܆,,,ܠܒܥܠܕܒܒܟܟܕ,ܠܒܥܠܕܒܒܟܟܕ
,ܢܡܘܬ܀ܒܪܝܟܕܬܚܙܐܓܒܪܐ,,,,,,ܢܡܘܬ܂܂,ܟܕܢܡܘܬ܂
,ܕܩܫܝܫ,ܕܩܫܝܫ,ܕܩܫܝܫ,,,ܕܩܫܝܫ,,
,ܡܢܟ܉,ܡܢܟ,ܡܢܟ܆,,,ܡܢܟ,,
,ܩܘܡܡܢ,ܩܘܡܡܢ,ܝܩܪܝܘܗܝ܂ܘܩܘܡܡܢ,,,ܝܩܪܝܘܗܝ܂ܘܩܘܡܡܢ,,
,ܩܕܡܘܗܝ܀,ܩܕܡܘܗܝ,ܩܘܕܡܘܗܝ܂ܘܐܢܗܘܠܐ,,,ܩܘܕܡ܏ܘܩܘܕܡܘܗܝܘܐܢܗܘ,,
,ܒܪܝܐܢ,,ܦܪܥ,ܒܪܝܐܢ,,ܦܪܥ,ܒܪܝܐܢ,ܒܪܝܐܢ
,ܢܩܘܡܘܢܡܝ̈ܐܕܠܐܐܪܥܐ܂,,ܠܟ܆,ܢܩܘܡ,,ܠܟ,ܢܩܘܡ,ܢܩܘܡ
,,,ܐܠܗܐܦܪܥܠܟ܀,ܐَܢܫ,,ܐܠܗܐܦܪܥܠܟ܀,ܐܢܫ,ܐܢܫ
,ܘܢܦܪܚ,,,,,,,
,,,٥٦܆ܒܪܝ܂,ܕܠܐ,,ܒܪܝ,ܕܠܐ,ܕܠܐ
,,,ܛܪܠܫܢܟܡܢ,ܕܘܟܬܐ,,ܛܪܠܫܢܟܡܢ,ܕܘܟܬܐ܂ܢܦܪܚܕܠܐ,ܕܘܟܬܐ
,,,,ܘܢܦܪܚ,,,,ܘܢܦܪܚ
,,,ܕܓܠܘܬܐ܆ܘܐܝܕܝ̈ܟܡܢܓܢܒܘܬܐ܆,,,ܕܓܠܘܬܐܘܐܝܕ̈ܝܟ,,
,ܨܦܪܐܕܠܐ,,,ܨܦܪܐܕܠܐ,,,ܨܦܪܐܕܠܐ,ܨܦܪܐܕܠܐ
,ܓܦ̈ܐ܂,,,ܓܦ̈ܐ,,,ܓܦܐܘܥܕܚܘܪ,ܓܦ̈ܐ܂
,ܘܢܚܘܪ,,,ܘܢܚܘܪ,,,,ܘܢܚܘܪ
,ܢܥܒܐ,,,ܘܢܥܒܐ,,,ܢܥܒܐ,ܢܥܒܐ
,ܐܝܟ,,,ܐܝܟ,,,,ܐܝܟ
,ܬܠܓܐ܂,,,ܬܠܓܐ܆,,,ܬܠܓܐ܂,ܬܠܓܐ܂
,ܘܢܚܠܐ,,,ܘܢܚܠܐ,,,ܘܢܚܠܐ,ܘܢܚܠܐ
,ܡܪܝܪܐ,,,ܡܪܝܪܐ,,,ܡܪܝܪܐ,ܡܪܝܪܐ
,ܐܝܟ,,,ܐܝܟ,,,ܐܝܟ,ܐܝܟ
,ܕܒܫܐ܂,,,ܕܒܫܐ܆,,,ܕܒܫܐ,ܕܒܫܐ
,ܗܝܕܝܢܢܬܚܟܡ,,,ܗܝܕܝܢܢܬܚܟܡ,,,ܗܝܕܝܢܢܬܚܟܡ,ܗܝܕܝܢܢܬܚܟܡ
,ܣܟܠܐ܀,,,ܣܟܠܐ܆,,,ܣܟܠܐ܂܂,ܣܟܠܐ܂
,ܒܪܝܐܢܟܘܡܪܐ,,,ܒܪܝܐܢܟܘܡܪܐ,,,ܒܪܝܐܢܟܘܡܪܐ,ܒܪܝܐܢܟܘܡܪܐ
,ܐܢܬ,,,ܐܢَܬܕܐܠܗܐ܆,,,ܐܢܬ,ܐܢ̄ܬ
,ܕܐܠܗܐ܂,,,,,,ܕܐܠܗܐ,ܕܐܠܗܐ܂
,ܗܘܝܬܙܗܝܪ,,,ܗܘܝܬܙܗܝܪ,,,ܗܘܝܬܙܗܝܪ,ܗܘܝܬܙܗܝܪ
,ܡܢܗ܂,,,ܡܢܗ܆,,,ܡܢܗܛܒ܂,ܡܢܗ܂
,ܘܒܕܟܝܘܬܐ,,,ܘܒܕܟܝܘܬܐ,,,ܘܒܕܟܝܘܬܐ,ܘܒܕܟܝܘܬܐ
,ܥܘܠ,,,ܗܘܝܬ,,,ܗܘܝܬ,ܗܘܝܬ
,,,,ܥܐܠ,,,ܥܐܠ,ܥܐܠ
,ܩܕܡܘܗܝ܂,,,ܩܕܡܘܗܝ܆,,,ܩܕܡܗܝ܂܂,ܩܕܡܘܗܝ܂
,ܘܡܢܩܕܡܘܗܝܠܐܬܥܢܕ܀ܒܪܝܡܢ,,,ܒܪܝܓܒܪܐ,,,ܒܪܝܓܒܪܐ,ܒܪܝܓܒܪܐ
,ܕܐܠܗܐܐܛܐܒ,,,ܕܐܠܗܐܐܛܐܒ,,,ܕܐܠܗܐܐܛܐܒ,ܕܐܠܗܐܐܛܐܒ
,ܠܗ܉ܘܐܦܐܢܬܝܩܪܝܗܝ܀,,,ܠܗ܆,,,ܠܗ,ܠܗ܂ܐܦ
,,,,ܕܐܦ,,,ܕܐܦ,
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
