162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܒܡܢ,,,ܒܡܢ,,,ܒܡܢ,ܒܡܢ
,ܡܘܡܝܢܠܗܘܢ܂ܘܐܪܝܐܕܓܢܒܐܪܥܐܐܝܟܢܐܝܬܒ,,,ܢܑܘܡܐܐܢܘܢ܆,,,ܢܘܡܐ,ܢܘܡܐ
,,,,,,,ܐܢܘܢ,ܐܢܘܢ܂
,,,,ܘܐܢ,,,ܘܐܢ,ܘܐܢ
,,,,ܬܓܢܘܒܐܪܥܐ,,,ܢܓܢܘܒ,ܢܓܢܘܒ
,,,,,,,ܐܪܝܐ,ܐܪܥܐ܇
,,,,ܐܝܟܐܐܙܠ,,,ܐܝܟܐܐܙܠ,ܐܝܟܐܐܙܠ
,ܐܟܠ,,,ܐܟܠ,,,ܠܗ,ܐܟܠ
,ܠܗ܂,,,ܠܗ܆,,,,ܠܗ܂
,ܐܢܐܒܪܝ,,,ܐܢܐܒܪܝ,,,ܐܢܐܒܪܝ,ܐܢܐܒܪܝ
,ܐܦܝ̈,,,ܐܦܝ̈,,,ܐܦܝ̈,ܐܦ̈ܝ
,ܡܠܟܐ,,,ܡܠܟ̈ܐ,,,ܡܠܟܐ,ܡܠܟܐ
,,,,ܘܪܘܪ̈ܒܢܐ,,,ܘܪܘܪ̈ܒܢܐ,ܘܪܘܪ̈ܒܢܐ
,ܚܘܝܬܟ܂,,,ܚܘܝܬܟ܆ܘܐܢَܬܠܥܒܕܝ̈ܒܝ̈ܫܬܐ,,,ܚܘܝܬܟ,ܚܘܝܬܟ܂
,ܘܠܐܝܩܪܐ,,,,,,ܘܠܐܝܩܪܐ,
,ܪܒܐܡܛܝܬܟ܂ܘܐܢܬܨܒܝܬܠܡܒܐܫܘܠܝ܂ܗܘܝܬܠܝܒܪܝܐܝܟܐܝܠܢܐܕܐܡܪܠܦܣܘܩܘ̈ܗܝ܂ܕܐܠܘܠܐܡܢܝ܂ܒܐܝܕܝ̈ܟܘܢܥܠܝܠܐܢܦܠܬܘܢ܂ܗܘܝܬܠܝܒܪܝܐܝܟܒ̈ܢܝܣܢܘܢܝܬܐܕܢܦܠܘܡܢܩܢܗܘܢ܂ܘܩܒܠܬܐܢܘܢܟܟܘܫܬܐܘܐܡܪܬܠܗܘܢ܂ܕܐܠܘܠܐܐܢܐ,,,,,,ܘܪܒܐܡܛܝܬܟ,
,,,,,,,ܘܐܢ̄ܬܠܥܒܕ̈ܝ,ܘܐܢ̄ܬܠܥܒܕ̈ܝ
,,,,,,,ܛܒܥܐ,ܒܝܫ̈ܬܐ
,ܒܝܫܬܐ,,,ܠܡܢܐ,,,ܒܝܫܬܐ,ܠܡܢܐ
,ܪܒܬܐܗܘܝܐܗ̄ܘܬܠܟܘܢ܂ܥܢܘܘܐܡܪܝܢܠܗ܂ܥܠܗܕܐܣܡܬܝܢܢܒܦܘܡܟܝ܂ܗܘܝܬܠܝܒܪܝܐܝܟܗܝ,,,,,,ܡܢܐ,
,,,,ܦܪܥ,,,ܦܪܥ,ܦܪܥ
,,,,ܗܘܝܬ܆,,,ܗܘܝܬ܂ܗܘܝܬܠܝܒܪܝܐܝܬ,ܗܘܝܬ܂
,,,,ܗܘܝܬܠܝܒܪܝܐܝܟ,,,,ܗܘܝܬܠܝܒܪܝܐܝܟ
,ܟܟܘܫܬܐܕܐܡܪܝܢܠܗܫܒܘܩܝ,,,ܟܟܘܫܬܐܕܐܡܪܝܢܠܗܫܒܘܩܝ,,,ܟܟܘܫܬܐܕܐܡܪܝܢܠܗܫܒܘܩܝ,ܟܟܘܫܬܐܕܐܡܪܝܢܠܗܫܒܘܩܝ
,ܓܘܢܒܟܝܘܬܗܘܐ,,,ܓܘܢܒܝ̈ܟܝ܆ܘܗܘܝܬ,,,ܓܘܥܒܝܟ̈ܝܘܗܘܝܬܝ,ܓܘܢܒ̈ܝܟܝ܂ܘܗܘܝܬܝ
,ܥܐܠܐ,,,ܥܐܠܐ,,,ܥܐܠܐ,ܥܐܠܐ
,ܐܢܬܝ,,,,,,,
,ܘܢܦܩܐ,,,ܘܢܦܩܐ,,,ܘܢܦܩܐ,ܘܢܦܩܐ
,ܠܒܝܬܡܠܟܐ,,,,,,,
,ܐܝܟܕܨܒܝܐ,,,ܐܝܟܕܨܒܝܐ,,,ܐܝܟܕܨܒܝܐ,ܐܝܟܕܨܒܝܐ
,ܢܦܫܟܝ܂,,,ܢܦܫܟܝ܆,,,ܢܦܫܟܝ,ܢܦܫܟܝ܂
,ܘܥܢܬܘܐܡܪܬܠܗܘܢ܂ܐܠܐܢܗܘܘܢ,,,ܐܡܪܐܠܗܘܢܟܟܘܫܬܐܗܝܐܢ,,,ܐܡܪܐܠܗܘܢܟܟܘܫܬܐܗܝܐܢ,ܐܡܪܐܠܗܘܢܟܟܘܫܬܐܗܝܐܢ
,,,,ܢܗܘܝܢ,,,ܢܗܘܝ̈ܢ,ܢܗܘܝ̈ܟ
,ܠܝ,,,ܠܝ,,,ܠܝ,ܠܝ
,ܥܝܢ̈ܐ,,,ܥ̈ܝܢܐ,,,ܥܝܢ̈ܐ,ܥܝܢ̈ܐ
,ܕܣܐܡܐ,,,ܕܣܐܡܐ,,,ܕܣܐܡܐ,ܕܣܐܡܐ܆
,ܘܐܕ̈ܢܐܕܣܐܡܐ܉ܐܢܐܓܘܢܒܝ,,,ܘܐܝܕ̈ܐܕܕܗܒܐ,,,ܘܐܝܕ̈ܐܕܕܗܒܐ,ܘܐܝܕ̈ܐܕܕܗܒܐ
,,,,ܘܪ̈ܓܠܐ,,,ܘܪ̈ܓܠܐ,܂ܘܪ̈ܓܠܐ
,,,,ܕܒܪ̈ܘܠܐܓܘܢܒܝ̈,,,ܕܒܪܘܠܐܥܘܢܒܝ̈ܠܐܫܒܩܢܐܠܗܘܢ,ܕܒܪ̈ܘܠܐܓܘܢܒܝ̈
,ܠܐ,,,ܠܐ,,,,ܠܐ
,ܫܒܩܐ,,,ܫܒܩܐ,,,,ܫܒܘܐ
,ܐ̄ܢܐ܂,,,ܐَܢܐ܆,,,,ܐ̄ܢܐ܂
,ܗܘܝ,,,ܗܘܝܬ,,,,ܗܘܝܬ
,ܠܝܒܪܝܐܝܟܚܘܝܐ,,,ܠܝܒܪܝܐܝܟܚܘܝܐ,,,ܠܝܒܪܝܐܝܟܚܘܝܐ,ܠܝܒܪܝܐܝܟܚܘܝܐ
,ܕܪܟܝܒ,,,ܕܥܠ,,,ܕܥܠ,ܕܥܠ
,,,,ܣܢܝܐ,,,ܣܢܝܐ,ܣܢܝܐ
,,,,ܪܟܝܒ,,,ܪܟܝܒ,ܪܟܝܒ
,ܗ̄ܘܐ,,,ܗَܘܐ܆,,,ܗ̄ܘܐ,ܗ̄ܘܐ܂
,ܥܠ,,,ܕܢܦܝܠ,,,ܒܢܗܪܐ,ܕܢܦܝܠ
,ܣܢܝܐ,,,,,,,
,,,,ܒܢܗܪܐ܆,,,,ܒܢܗܪܐ܂
,ܘܫܕܐܒܢܗܪܐ܂,,,,,,,
,ܘܚܙܐ,,,ܘܚܙܐ,,,ܘܚܙܐ,ܘܚܙܐ
,ܐܢܘܢܕܐܒܐܘܐܡܪܠܗܘܢ܂,,,ܐܪܝܐ,,,ܐܪܝܐ,ܐܪܝܐ
,,,,ܘܐܡܪ܆,,,,ܘܐܡܪ
,ܕܒܝܫܥܠ,,,ܕܒܝܫܥܠ,,,ܕܒܝܫܥܠ,ܕܒܝܫܥܠ
,ܕܒܝܫܪܟܝܒ܂,,,ܒܝܫ,,,ܒܝܫ,ܒܝܫ
,,,,ܪܟܝܒ܆,,,ܪܟܝܒ,ܪܟܝܒ܂
,ܘܕܒܝܫ,,,ܘܕܒܝܫ,,,,ܘܕܒܝܫ
,ܡܢܬܪܝܗܘܢܡܕܒܪܠܗܘܢ܂ܐܡܪܠܗܚܘܝܐ܂ܐܠܘܐܬܝܬܠܗܪܟܐܥܒܕܗ̄ܘܝܬܚܘܫܒܢܐܕܥܙ̈ܐܘܕܒܢܝܗ̈ܝܢ܂ܐܢܐܒܪܝܚܙܝܬ,,,ܡܢܬܪ̈ܝܗܘܢ,,,ܡܢܬܪ̈ܝܗܘܢ,ܡܢܬܪ̈ܝܗܘܢ
,,,,ܡܘܒܠ,,,ܡܘܒܠ,ܡܘܒܠܗܘܢ܂
,,,,ܠܗܘܢ܆,,,ܠܗܘܢ,
,,,,ܐܡܪܠܗܐܪܝܐ,,,ܐܡܪܠܗܐܪܝܐ,ܐܡܪܠܗܐܪܝܐ
,,,,ܗܘ܆,,,ܗܘ,ܗܘ܂
,,,,ܗܐ,,,ܗܐ,ܗܐ
,,,,ܐܢَܬܡܪܝܐ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,,,,,ܡܪܝܐ
,,,,ܡܦܢܐ,,,ܡܦܢܐ,ܡܦܢܐ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,ܥܙܐ,,,ܥܙ̈ܐܥܠܡܪܗܘܢ܂ܗܘܝܬܠܝܒܪܝ,,,ܥܙܐ,ܥܙ̈ܐܥܠܡܪܗܘܢ܂ܗܘܝܬܠܝܒܪܝ
,ܕܐܥܠܘܗܠܒܝܬܛܒܚ̈ܐ܂ܘܥܠܕܙܒܢܗܠܐܡܛܝܗ̄ܘܐ܂ܗܦܟܬܠܕܘܟܬܗ܂ܘܚܙܬܒܢ̈ܝܗܘܒ̈ܢܝܒܢ̈ܝܗ܂ܒܪܝܐܢܐܚܙܝܬ,,,ܐܝ̈ܠܐ,,,ܥܠܡܪܗܘܢܗܘܝܬܠܝܒܪܝܐܝܟܐܝܠܐ,ܐܝܟ
,ܥܝ̈ܠܐ,,,,,,,ܥܝ̈ܠܐ
,ܕܗܘܘܩܛܘ̈ܠܐ,,,ܕܗܘܘܩܛܘ̈ܠܐ,,,ܕܗܘܘܩܛܘ̈ܠܐ,ܕܗܘܘܩܛܘ̈ܠܐ
,ܠܐܡܗܬ̈ܗܘܢ܂,,,ܠܐܡ̈ܗܬܗܘܢ܆ܒܪܝܐَܢܐ,,,ܠܐܡܗܬܗܘܢ,ܠܐܡܗܬ̈ܗܘܢ܂ܒܪܝܐܢܐ
,ܒܪܝ,,,ܟܠܝܘܡ,,,ܒܪܝ,ܟܠܝܘܡ
,ܐܢܐܟܠܡܕܡ,,,,,,ܒܥܐܟܠܡܕܡ,
,ܕܒܣܝܡ,,,ܕܒܣܝܡ,,,ܕܒܣܝܡ,ܕܒܣܝܡ
,ܐܘܟܠܬܟ܂ܘܐܢܬܒܪܝ,,,ܐܛܥܡܬܟ܆ܘܐܢَܬ,,,ܐܛܥܡܬܟܘܐܢܬ,ܐܛܪܡ܆ܬܟ܁ܘܐܢ̄ܬ
,ܠܚܡܐܒܥܦܪܐ,,,ܠܚܡܐܒܥܦܪܐ,,,ܠܚܡܐܒܥܦܪܐ,ܠܚܡܐܒܥܦܪܐ
,ܐܘܟܠܬܢܝ܉ܘܠܐܣܒܥܬ܂ܐܢܐܒܪܝ,,,ܠܐ,,,ܠܐ,ܠܐ
,,,,ܣܒܥܬܢܝ܆,,,ܣܒܥܬܢܝ܂,ܣܒܥܬܢܝ܂
,,,,ܐܢܐ,,,ܐܢܐ,ܐܢܐ
,ܡܫ̈ܚܢܐ,,,ܡܫ̈ܚܢܐ,,,ܡܫܚ̈ܢܐܒܣܝܡ̈ܐ,ܡܫܚ̈ܢܐܒܣܝܡ̈ܐ
,ܡܒܣܡ̈ܐ,,,ܒܣܝ̈ܡܐ,,,,
,ܡܫܚܬܟ܂,,,ܡܫܚܬܟ,,,ܡܫܚܬܟ,ܡܫܚܬܟ܂
,ܘܐܢܬܒܪܝ,,,ܘܐܢܬ,,,ܘܐܢ̄ܬ,ܘܐܢ̄ܬ
,ܓܘܫܡܝܒܥܦܪܐ,,,ܓܘܫܡܝܒܥܦܪܐ,,,ܓܘܫܡܝܒܥܦܪܐ,ܓܘܫܡܝܒܥܦܪܐ
,ܚܒܠܬܝܗܝ܂ܐܢܐܒܪܝܪܒܝܬܩܘܡܬܟܐܝܟܐܪܙܐ܂ܟܦܦܬܢܝܒܚ̈ܝܘܐܪܘܝܬܢܝܐܢܬ܂ܒܒܝ̈ܫܬܟܒܪܝܐܢܐܐܘܪܒܬܟܐܝܟܡܓܕܠܐܘܐܡܪܗ̄ܘܝܬ܂ܕܐܢܐܬܐܥܠܝܒܥܠܕܒܒܝܐܣܩܘܐܥܡܪܒܟ܂ܘܐܢܬܟܕܚܙܝܬܒܥܠܕܒܒܝܐܪܟܢܬܩܕܡܘܗܝ܂ܗܘܝܬܠܝܒܪܝ,,,ܚܒܠܬ܆,,,ܚܒܠܬ܂,ܚܒܠܬ܂
,,,,ܐܢܐܚܡܪ̈ܢܐ,,,ܐܢܐܚܡܪ̈ܢܐ,ܐܢܐܚܡܪ̈ܢܐ
,,,,ܥܬܝ̈ܩܐ,,,ܥܬܝܩ̈ܐ,ܥܬܝܩ̈ܐ
,,,,ܐܫܩܝܬܟ܆,,,ܐܫܩܝܬܟ܂ܘܐܢܬ,ܐܫܩܝܬܟ܆
,,,,ܘܐܢَܬ,,,,ܘܐܢ̄ܬ
,,,,ܡܝ̈ܐ,,,ܡܝ̈ܐ,ܡܝ̈ܐ
,,,,ܒܚܝܠܐ,,,ܒܟܝܠܐ,ܒܟܝܠܐ
,,,,ܠܐܣܒܥܬܢܝ܂ܗܘܝܬ,,,ܠܐܣܒܥܬܢܝ܂ܗܘܝܬ,ܠܐܣܒܥܬܢܝ܂ܗܘܝܬ
,,,,ܒܪܝ,,,ܒܪܝ܂,ܠܝܒܪܝ
,ܐܝܟ,,,ܐܝܟ,,,ܐܝܟ,ܐܝܟ
,ܚܘܠܕܐ,,,ܚܘܠܕܐ,,,ܚܘܠܕܐ,ܚܘܠܕܐ܆ܕܐܐܡ
,ܕܣܠܩܡܢܓܘܐܪܥܐ܂ܕܢܩܒܠܠܫܡܫܐ܂ܥܠܕܠܝܬܠܗܥܝܢ̈ܐ܂ܘܚܙܝܗܝ,,,ܕܩܐܡ,,,ܕܣܐܡܠܦܘܡܝܬܐܠܐܪܥܐ,
,,,,ܠܦܘܡܐܪܥܐ,,,,ܠܦܘܡܐܪܥܐ
,,,,ܕܢܩܒܘܠ,,,ܕܢܩܒܘܠ,ܕܢܩܒܘܠ
,,,,ܠܐܠܗܐ,,,,ܠܐܠܗܐ
,,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,,,,ܥܝܢ̈ܘܗܝ܆,,,ܕܥܝ̈ܢܘܗܝ,ܥܝܢܘ̈ܗܝ܂
,,,,ܘܐܬܐ,,,ܘܐܬܐ,ܘܐܬܐ
,ܢܫܪܐ,,,ܢܫܪܐ,,,ܢܫܪܐ,ܢܫܪܐ
,ܘܡܚܝܗܝ,,,ܘܚܛܦܗ,,,ܘܚܛܦ,ܘܚܛܦܗ
,ܘܚܛܦܗ܂,,,ܘܩܛܠܗ܂,,,ܘܚܛܦܗ܂,ܘܩܛܠܗ܂
,ܥܢܐܢܕܢ,,,ܥܢܐܢܕܢ,,,ܥܢܐܢܕܢ,ܥܢܐܢܕܢ
,ܒܪܝ,,,,,,ܒܪܝ,
,ܘܐܡܪ,,,ܘܐܡܪ,,,ܘܐܡܪ,ܘܐܡܪ
,ܠܝ܂,,,ܠܝ܆,,,ܠܝ,ܠܝ܂
,ܚܣܠܟ,,,ܚܣܠܟ,,,ܚܣܠܟ,ܚܣܠܟ
,,,,ܡܪܝܕܬܗܘܐ,,,ܡܪܝܕܬܗܘܐ,ܡܪܝܕܬܗܘܐ
,ܡܢ,,,ܡܢ,,,ܡܢ,ܡܢ
,ܗܠܝܢ,,,ܗܠܝܢ,,,ܗܠܝܢ,ܗܠܟ
,ܐܒܝܐܚܝܩܪ܂,,,ܕܠܐ,,,ܕܠܐ,ܕܠܐ
,,,,ܪ̈ܚܡܐ܆,,,ܪ̈ܚܡܐ,ܪ̈ܚܡܐ܂ܐܠܐ
,,,,ܐܠܐ,,,ܐܠܐ,
,ܐܝܟܪ̈ܚܡܝܟܥܒܕ,,,ܐܝܟܪ̈ܚܡܝܟܥܒܕ,,,ܐܝܟܪ̈ܚܡܝܟܥܒܕ,ܐܝܟܪ̈ܚܡܝܟܥܒܕ
,ܥܡܝ܂,,,ܥܡܝ,,,ܥܡܝ,ܥܡܝ܂
,ܐܦܐܠܗܐܓܝܪܚܛܝܢܐ̄ܢܫܐ,,,ܕܐܦ,,,ܘܐܦ,ܕܐܦ
,,,,ܠܐܠܗܐܚܛܐ,,,ܠܐܠܗܐܚܛܐ,ܠܐܠܗܐܚܛܐ
,,,,ܐَܢܫ,,,ܐ̄ܢܫ,ܐ̄ܢܫ
,ܘܫܒܩ,,,ܘܫܒܩ,,,ܘܫܒܩ,ܘܫܒܩ
,ܠܗܘܢ܂,,,ܠܗ,,,ܠܗ,ܠܗ
,,,,ܚܛܗܘ̈ܗܝ,,,ܚܛܗܘ̈ܝܐܦܐܝܬ,ܚܛܗܘ̈ܗܝ܆
,ܘܐܦ,,,ܘܐܦ,,,,ܘܐܦ
,ܐܢܬ,,,ܐܢَܬ,,,,ܐܢ̄ܬ
,,,,ܗܫܐ,,,ܗܫܐ,ܗܫܐ
,ܫܒܘܩ,,,ܫܒܘܩܠܝܕܢܑܗܘܐ,,,ܫܒܘܩ,ܫܒܘܩ
,ܠܝ,,,,,,,ܠܝ
,ܗܕܐܣܟܠܘܬܐ܂,,,,,,,ܕܢܗܘܐ
,ܘܐܗܘܐ,,,,,,ܘܐܗܘܐ,
,ܡܫܡܫ,,,ܡܫܡܫ,,,ܡܫܡܫ,ܡܫܡܫ
,ܪ̈ܟܫܟ܂ܘܪܥܐ,,,ܪ̈ܟܫܝܟ܆ܐܘܪܥܐ,,,ܪ̈ܟܫܝܟܐ̄ܘܪܥܐ,ܪ̈ܟܫܝܟ܆ܐܘܪܥܐ
,,,,ܥܢܐ,,,ܥܢܐ,ܥܢ̈ܐ܇
,,,,ܐܘ,,,ܐܘ,ܐܘ
,ܚܙܝܪ̈ܐ,,,ܚܙܝܪ̈ܐ,,,ܚܙܝܪ̈ܐ,ܚܙܝܪ̈ܐ
,ܕܒܒܝܬܟ܂ܘܐܢܐܐܬܩܪܐܒܝܫܐ܂ܘܐܢܬܠܐܬܚܫܘܒܥܠܝܒܝܫܬܐ܂,,,ܕܝܠܟ܆,,,ܕܝܠܟܘܢܬܩܕܐ,ܕܝܠܟ܂
,,,,ܘܐܬܩܪܐ,,,,ܘܐܬܩܪܐ
,,,,ܐܢܐܓܒܪܐܒܝܫܐ,,,ܐܢܐܓܒܪܐܒܝܫܐ,ܐܢܐܓܒܪܐܒܝܫܐ
,,,,ܘܐܢَܬ,,,ܘܐܢ̄ܬ,ܘܐܢ̄ܬ
,,,,ܬܬܩܪܐ,,,ܬܬܩܪܐ,ܬܬܩܪܐ
,,,,ܛܒܐ܆ܐܢܝ,,,ܛܒܐ,ܛܒܐ܂
,ܥܢܝܬܐܢܐܘܐܡܪܬ,,,ܥܢܝܬܐܢܐܘܐܡܪܬ,,,ܥܢܝܬܐܢܐܘܐܡܪܬ,ܥܢܝܬܐܢܐܘܐܡܪܬ
,ܠܗ܂ܗܘܝܬܠܝܒܪܝܐܝܟ,,,ܠܗ܆ܗܘܝܬܒܪܝܐܝܟ,,,ܠܗܗܘܝܬܠܝܒܪܝܐܝܟ܂,ܠܗ܂ܗܘܝܬܠܝܒܪܝܐܝܟ
,ܗܘܕܩܠܐ,,,ܕܩܠܐܚܕ,,,ܕܩܠܐܚܕ,ܕܩܠܐܚܕ
,ܕܩܐܡ,,,ܕܩܐܡ,,,ܕܩܐܡ,ܕܩܐܡ
,ܗ̄ܘܐ,,,,,,,
,ܥܠ,,,ܥܠ,,,ܥܠ,ܥܠ
,ܢܗܪܐ܂ܘܟܠܗܐܒܗܒܢܗܪܐܫܕܐܗ̄ܘܐ܂ܘܟܕܐܬܐ,,,ܝܕ,,,ܝܕ,ܝܕ
,,,,ܐܘܪܚܐ,,,ܐܘܪܚܐ,ܐܘܪܚܐ܂
,,,,ܘܐܒܐܠܐ,,,ܘܐܒܐܠܐ,ܘܐܒܐܠܐ
,,,,ܡܩܒܠ܆,,,ܡܩܒܠܕܢܩܪܐ,ܡܩܒܠ܂
,,,,ܘܐܬܐ,,,ܘܐܬܐ,ܘܐܬܐ
,ܡܪܗ,,,ܡܪܗ,,,ܡܪܗ,ܡܪܗ
,ܕܢܦܣܩܝܘܗܝ܂,,,ܘܨܒܐ,,,ܘܨܒܐ,ܘܨܒܐ
,,,,ܕܢܥܩܪܝܘܗܝ܆,,,ܕܢܩܪܝܘܗܝ,ܕܢܥܩܪܝܘܗܝ܂
,ܐܡܪܠܗ,,,ܐܡܪܠܗ,,,,
,,,,ܐܡܪܠܗܗܘܕܩܠܐ,,,ܐܡܪܠܗܗܘܕܩܠܐ,ܐܡܪܠܗܗܘܕܩܠܐ
,ܫܒܘܩܝܢܝ,,,ܫܒܘܩܝܢܝ,,,ܫܒܘܩܝܢܝ,ܫܒܘܩܝܢܝ
,ܗܕܐܫܢ̄ܬܐ܂ܘܥܒܕܢܐ,,,ܫܢَܬܐ,,,,ܫܢ̄ܬܐܚܕܐ܆
,,,,ܚܕܐ,,,ܚܕܐ,
,,,,ܘܐܬܠ,,,ܘܐܬܠ,ܘܐܬܠ
,ܠܟ,,,ܟܘܫܪ̈ܐ܆,,,ܠܟ,ܟܘܫܪ̈ܐ܂ܐܡܪܠܗ
,ܚܪ̈ܘܒܐ܂ܘܐܡܪܠܗ,,,,,,ܟܘܫܒ̈ܐ,
,ܡܪܗ܂,,,ܐܡܪܠܗܡܪܗ,,,ܐܡܪܠܗܡܪܗ,ܡܪܗ܂
,ܒܕܝܠܟܠܐ,,,ܐܘܠܟ,,,ܐܘܠܟܐܘܠܟܕܘܝܐܒܐܒܟ,ܐܘܠܟ
,,,,ܕܘܝܐ܆ܒܐܒܐ,,,,ܕܘܝܐ܂ܒܐܒܟ
,,,,ܕܝܠܟ,,,ܕܝܠܟ,ܕܝܠܟ
,,,,ܠܐ,,,,ܠܐ
,ܐܟܫܪܬ,,,ܐܟܫܪܬ܆,,,ܐܟܫܪܬ,ܐܟܫܪܬ
,,,,,,,,܂
,ܒܕܠܐܕܝܠܟ,,,ܒܕܠܐܕܝܠܟ,,,ܒܕܠܐܕܝܠܟ,ܒܕܠܐܕܝܠܟ
,ܐܝܟܢܐ,,,ܬܟܫܪ܆,,,,
,ܬܟܫܪ܂,,,,,,ܬܟܫܪ܂,ܬܟܫܪ܂
,ܒܪܝ,,,ܒܪܝ,,,ܒܪܝ,ܒܪܝ
,,,,ܛܒܐ,,,ܛܒܐ,ܛܒܐ
,,,,ܣܝܒܘܬܗ,,,ܣܝܒܘܬܐ,ܣܝܒܘܬܗ
,,,,ܕܢܫܪܐܡܢ,,,ܕܢܫܪܐܡܢ,ܕܢܫܪܐܡܢ
,,,,ܣܝܒܘܬܗ,,,ܥܠܝܡܘܬܗ,ܣܝܒܘܬܗ
,,,,ܕܟܘܕܪܐ܆,,,ܕܟܘܕܪܐ܂,ܕܟܘܕܪܐ܂
,,,,ܒܪܝܐܡܪܝܢܠܗ,,,ܒܪܝܐܡܪܝܢܠܗ,ܒܪܝܐܡܪܝܢܠܗ
,ܠܕܐܒܐ,,ܠܕܐܒܐ,ܠܕܐܒܐ,,,ܠܕܐܒܐ,ܠܕܐܒܐ
,ܐܡܪܝܢܠܗ܂ܡܛܠܡܢܐܒܬܪ,,,ـــ,,,,
,,,,ܐܪܚܩܡܢ,,,ܐܪܚܩܡܢ,ܐܪܚܩܡܢ
,ܥܢ̈ܐ,,,ܥܢ̈ܐ܆,,,ܥܢ̈ܐ,ܥܢ̈ܐ܂
,ܡܗܠܟܐ̄ܢܬ܂,,,,,,,
,ܐܡܪ,,,ܐܡܪ,,,ܐܡܪ,ܐܡܪ
,ܠܗܘܢ܂ܣܓܝܡܘܬܪ,,,ܚܠܐܛܒ,,,,ܚܠܐܛܒ
,ܚܝܠܗ,,,ܠܥܝܢܝ̈܇,,,ܚܝܠܗ,
,ܠܥܝܢ̈ܝ܂,,,,,,ܛܒܠܥܝܢ̈ܝܐܡܪܝܢ܂܂܂ܒܗܝܠܦܕܬܐܡܪ,ܠܥܝܢ̈ܝ܂
,ܘܬܘܒ,,,ܐܡܪܝܢܠܗ,,,,ܐܡܪܝܢܠܗ
,ܐܥܠܘܗܝܠܒܝܬ,,ܐܥܠܘܗܝܠܒܝܬ,,,,,
,ܣܦܪܐ܂ܐܡܪܠܪܒܗ܂,,كتاتܣܦܪ̈ܐܘܐܡܪܝܢܠܗ܇,,,,,
,ܐܠܦ,,ܐܠܦ,ܐܠܦ,,,ܐܠܦ,ܐܠܦ
,ܒܝܬ܂,,ܒܝܬ܆ܘܗܘܕܐܒܐܐܡܪܠܗܘܢ܆ܐܡܪܓܕܝܐ܀٧٤܆ܒܪܝ܂ܠܪܚܫܐܕܚܡ̈ܪܐ,ܒܝܬ,,,ܒܝܬ,ܒܝܬ
,,,,,,,ܐܘ,܂
,ܐܡܪ,,,ܐܡܪ,,,ܐܡܪ,ܐܡܪ
,ܕܐܒܐ܂ܓܕܝܐܦܐܪܐ܂ܒܪܝܐܢܐܐܠܦܬܟܕܐܝܬܐܠܗܐ܂ܘܐܢܬܥܠܥܒ̈ܕܐܛܒ̈ܐܩܐܡܐ̄ܢܬ܂ܘܡܢܓܕܐܢܬܠܗܘܢܕܠܐܣܟܠܘ܂ܘܐܝܟܢܐܕܠܝܐܚܝܐܠܗܐܡܛܠܟܐܢܘܬܝ܂ܠܟܢܘܒܕܡܛܠܥܒ̈ܕܝܟ܂,,,,,,ܗܘܐ,
,,,,ܐܡܪܐ,,,ܐܡܪܐ,ܐܡܪܐ
,,,,ܓܕܝܐ܆,,,ܓܕܝܐ܂܂,ܓܕܝܐ܂
,ܒܪܝܠܪܫܗ,,,ܒܪܝܠܪܫܗ,,,ܒܪܝܠܪܫܗ,ܒܪܝܠܪܫܗ
,ܕܚܡܪܐ,,,ܕܚܡܪܐ,,,ܕܚܡܪܐ,ܕܚܡܪܐܣܡܘܗܝ
,ܣܡܘܗܝ,,ܣܡܘܗܝ,ܣܡܘܗܝ,,,ܣܡܘܗܝ,
,ܒܦܝܢܟܐܥܠ,,ܥܠ,ܥܠ,ܥܠ,,ܥܠ,ܥܠ
,ܦܬܘܪܐ܂,,ܦܬܘܪܐ܂,ܦܬܘܪܐ܆,ܡܢܐܪܒܝܟ,,ܦܬܘܪ̈ܐܘܐܬܓܠܥܠ܂܂܂,ܦܬܘܪܐ܂
,ܘܗܘܐܬܥܪܓܠܘܢܦܠܒܥܦܪܐ܂ܘܐܡܪܝܢ,,ܘܐܬܥܪܓܠ,ܘܐܬܓܪܥܘܥܠ,,,,ܘܐܬܓܪܥܘܥܠ
,,,,ܥܦܪܐ,,,ܥܦܪܐ,ܥܦܪܐ
,ܥܠ,,,,,,,
,,,ܢܦܠ,ܢܦܠ܆,,,ܢܦܠ,ܢܦܠ܂
,,,ܠܗܠܥܦܪܐ܂ܐܡܪܝܢܕܥܠ,ܐܡܪܝܢ,,,ܐܡܪܝܢ,ܐܡܪܝܢ
,,,,ܥܠ,,,,ܥܠ
,,,,,,,ܥܠ܂,
,ܢܦܫܗ,,ܢܦܫܗ,ܢܦܫܗ,,,ܢܦܫܗ,ܢܦܫܗ
,ܪܓܙ܂ܕܠܐܩܒܠܐܝܩܪܐ܂,,ܕܓܙܕܠܐܢܩܒܠܝܩܪܐ܀٧٥܆ܒܪܝ,ܪܥܐ,,,ܪܓܙ,ܪܥܐ
