433,Sachau_336
ܠܥܠܡܚܝܝ܂ܕܡܢܕܝܢܕܡܠܬܐܕܡܪܗܫܐܛܡܘܬܐܚܝܒ܂ܘܐܢܐܕܡܠܬܡܠܟܘܬܟܫܛܬܦܩܘܕ,ܠܥܠܡܚܝܝ܂ܕܡܢܕܝܢܕܡܠܬܐܕܡܪܗܫܐܛܡܘܬܐܚܝܒ܂ܘܐܢܐܕܡܠܬܡܠܟܘܬܟܫܛܬܦܩܘܕ
ܙܩܦܝܢ,ܕܙܩܦܝܢ
ܠܝܥܠܩܝܣܐ܂ܡܛܠܕܐܚܝܩܪܕܦܩܕܬܠܝ,ܠܝܥܠܩܝܣܐ܂ܡܛܠܕܐܚܝܩܪܕܦܩܕܬܠܝ
ܕܢܩܛܠܝܘܗܝ,ܕܐܩܛܠܝܘܗܝ
ܐܝܬܘܗܝ,ܐܝܬܘܗܝ
ܒܚܝ̈ܐ܂,ܒܚܝ̈ܐ
ܟܕܡܦܢܐܡܠܟܐ,ܟܕܡܦܢܐܡܠܟܐ
ܠܢܒܘܣܡܟ,ܠܢܒܘܣܡܟ܂
ܡܠܠܢܒܘܣܡܟܡܛܠ,ܡܠܠܢܒܘܣܡܟܡܛܠ
ܓܒܪܐ,ܡܕܓܒܪܐ
ܛܒܐܘܙܕܝܩܐܕܒܝܫܬܐܠܐ,ܛܒܐܘܙܕܝܩܐܕܒܝܫܬܐܠܐ
ܥܒܕ܂,ܥܒܕܬ܂
ܐܢܐܝܟܢܐ,ܐܢܐܝܟܢܐ
ܐܝܬܝܗ,
ܐܝܟܕܐܡܪܬ,ܐܝܟܕܐܡܪܬ
,ܐܝܬܘܗܝ܂
ܐܝܬܘܗܝ,
ܘܬܚܘܝܢܝܐܚܝܩܪ,ܘܬܚܘܝܢܝܐܚܝܩܪ
,ܐܝܬܘܗܝ
ܒܚܝ̈ܐ܂ܡܘܗ̈ܒܬܐ,ܒܚܝ̈ܐ܂ܡܘܗ̈ܒܬܐ
ܪ̈ܘܪܒܬܐ,ܪܘܪ̈ܒܬܐ
ܐܬܠ,ܐܬܠ
ܠܟܪ̈ܒܘܟܟܪ̈ܝܢ܂,ܠܟ܂ܘܪ̈ܒܘܟܟܪ̈ܝܢܣܐܡܐ܂
ܘܡܢ,ܘܡܢ
ܠܒܘ̈ܫܐ,ܠܒܘܫ̈ܐ
ܕܐܪ̈ܓܘܢܐܡܐܐܠܒܘ̈ܫܝܢ܂ܘܟܕܫܡܥܢܒܘܣܡܟܡܢܡܠܟܐ܂,ܕܐܪ̈ܓܘܢܐܡܐܐܠܒܘ̈ܫܝܢ܂ܘܟܕܫܡܥܢܒܘܣܡܟܡܢܡܠܟܐ܂
,ܗܠܝܢ܂
ܫܪܝ,ܫܪܝ
ܘܐܡܪ܂,ܕܢܐܡܪܠܗ܂
ܚܕܐܒܥܐ,ܚܕܐܒܥܐ
ܐ̄ܢܐ,ܐَܢܐ
ܡܢܡܪܝܡܠܟܐ܂ܕܢܐܡܪܠܝܕܠܐܢܬܕܟܪܠܝܣܟܠܘܬܐܗܕܐ܂ܘܐܟܬܐܠܐܬܐܚܘܕܥܠܝ܂ܘܡܠܟܐܥܠ,ܡܢܡܪܝܡܠܟܐ܂ܕܢܐܡܪܠܝܕܠܐܢܬܕܟܪܠܝܣܟܠܘܬܐܗܕܐ܂ܘܐܟܬܐܠܐܬܐܚܘܕܥܠܝ܂ܘܡܠܟܐܥܠ
,ܗܕܐ
ܚܕܝܐܝܬ,ܚܕܝܐܝܬ
ܝܡܐ,ܝܑܡܐ
ܠܗ܂ܟܕܦܬܚܢܒܘܣܡܟ,ܠܗ܂ܟܕܦܬܚܢܒܘܣܡܟ
ܒܐ̈ܦܝ,ܒܐܦܝ̈ܒܐܦ̈ܝ
ܐܚܝܩܪܣܦܪܐ܂ܗܝܕܝܢܢܒܘܣܡܟܒܗܒܫܥܬܐܥܠ,ܐܚܝܩܪܣܦܪܐ܂ܗܝܕܝܢܢܒܘܣܡܟܒܗܒܫܥܬܐܥܠ
ܡܪ̈ܟܒܬܐ,ܡܪܟܒܬܐ
ܝܬܒ܂ܘܐܝܟܪܘܚܐܕܢܫܒܐܡܛܐ,ܝܬܒ܂ܘܐܝܟܪܘܚܐܕܢܫܒܐܡܛܐ
ܠܘܬܝ܂,ܠܘܬܟ
ܘܦܬܚ,ܘܦܬܚ
ܒܐܦܝ̈ܘܣܠܩܬ,ܒܐܦ̈ܝܘܣܠܩܬ܂
ܡܛܠܕܒܐܠܗܐܣܒܪܬܠܐܒܗܬܬ܂ܟܕ,ܡܛܠܕܒܐܠܗܐܣܒܪܬܠܐܒܗܬܬ܂ܟܕ
ܐܝܬܝܢ,ܐܝܬܝ
ܢܒܘܣܡܟ,ܢܒܘܣܡܟ
ܠܘ,ܠܐܚܝܩܪܠܘܬ
ܡܠܟܐܥܠܐܦܝ̈ܢܦܠܬ܂ܟܕܣܥܪܐܕܝܠܝܥܠ,ܡܠܟܐܥܠܐܦܝ̈ܢܦܠܬ܂ܟܕܣܥܪܐܕܝܠܝܥܠ
ܟܬܦܬ̈ܝ,ܟܬ̈ܦܬܝ
ܢܚܬ,ܢܚܬ
ܗ̄ܘܐ܂,ܗَܘܐ
ܘܕܩܢܝܥܠ,ܘܕܩܢܝܥܠ
ܠܚܕܝܝ,ܠܚܕܝ܂
ܡܛܐ܂ܘܓܘܫܡܝܒܥܦܪܐ,ܡܛܐ܂ܘܓܘܫܡܝܒܥܦܪܐ
ܚܒܠ܂,ܡܚܒܠ܂
ܘܛܦܪ̈ܬܝܐܪ̈ܝܟܢܐܝܟ,ܘܛܦܪ̈ܬܝܐܪ̈ܝܟܢܐܝܟ
ܕܢܫܪܐ܂,ܕܢܫܪܐ
ܘܟܕܚܙܢܝܡܠܟܐܣܓܝܒܟܐ,ܘܟܕܚܙܢܝܡܠܟܐܣܓܝܒܟܐ
ܘܐܡܪ,ܐܡܪ
ܠܝܐܘܐܚܝܩܪܐܢܐܠܐܚܛܝܬܒܟ܂ܐܠܐܒܪܐܗܘ,ܠܝܐܘܐܚܝܩܪܐܢܐܠܐܚܛܝܬܒܟ܂ܐܠܐܒܪܐܗܘ
ܕܪܒܝܬܗ,ܕܕܒܝܬܗ
ܗܘ,ܗܘ
ܚܛܐ,ܚܛܐ܂
ܒܟ܂,ܒܟ܂
ܐܠܐ,
ܟܕܡܦܢܐܐܚܝܩܪ,ܟܕܡܦܢܐܐܚܝܩܪ
ܠܡܠܟܐ,ܠܡܠܟܐ܂
ܦܬܓܡܐ܂ܗܝܕܝܢܥܢܝܬ,ܦܬܓܡܐ܂ܗܝܕܝܢܥܢܝܬ
ܘܐܡܪܬ,ܘܐܡܪܬ܂
ܠܡܠܟܐ܂ܡܪܝܗܫܐ,ܠܡܠܟܐ܂ܡܪܝܗܫܐ
ܕܐܦܝ̈ܟ,ܕܐܦܝܟ̈
ܚܙܝܬܠܐܗܘܐܠܝܡܕܡܕܒܝܫ܂ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪ,ܚܙܝܬܠܐܗܘܐܠܝܡܕܡܕܒܝܫ܂ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪ
ܠܝ,ܠܝ܂
ܙܠܠܒܝܬܟܘܣܦܪ,ܙܠܠܒܝܬܟܘܣܦܪ
ܣܥܪܟܘܐܣܚܐ,ܣܥܪܟ܂ܘܐܫܝܓ
ܓܘܫܡܟܒܡܝ̈ܐ܂,ܓܘܫܡܟܒܡܝ̈ܐ܂
ܘܐܥܘܠ,ܘܬܥܘܠ
ܒܟܢܦܫܟܐܪܒܥܝܢ,ܒܟܢܦܫܟܐܪܒܥܝܢ
ܝܘܡܝ̈ܢ܂,ܝܘܡܝܢ̈܂
ܘܒܬܪܟܢܬܐܬܐ,ܘܒܬܪܟܢܬܐܬܐ
ܠܘܬܝ܂,ܠܘܬܟ܂
ܗܝܕܝܢܐܙܠܬ,ܗܝܕܝܢܐܙܠܬ
ܠܒܝܬܝ,ܠܒܝܬܝ܂
ܘܥܒܕܬܐܝܟܕܦܩܕܡܪܝ,ܘܥܒܕܬܐܝܟܕܦܩܕܡܪܝ
ܡܠܟܐܝܬܒܬܝܘܡ̈ܬܐܥܣܪܝܢ܂,ܡܠܟܐ܂ܘܝܬܒܬܥܣܪܝܢܝܘܡ̈ܝܢܒܒܝܬܟ܂
ܘܟܕܬܩܢܬܢܦܫܝܥܠܝܐܬܝܬܩܕܡܡܠܟܐ܂ܘܟܕܐܬܐܐܚܝܩܪܠܘܬܡܠܟܐ܂ܡܢܒܬܪܡܦܩܬܗܕܡܢ,ܘܟܕܬܩܢܬܢܦܫܝܥܠܝܐܬܝܬܩܕܡܡܠܟܐ܂ܘܟܕܐܬܐܐܚܝܩܪܠܘܬܡܠܟܐ܂ܡܢܒܬܪܡܦܩܬܗܕܡܢ
ܚܒܘܫܝܐ܂ܐܫܬܥܝ,ܒܝܬܚܒܘܫܝܐܗܘܕܗܘܐܒܗ܂ܐܬܡܠܠܘܐܫܬܥܝ
ܠܗ,ܠܗ
ܡܛܠ,ܥܠ
ܐܓܪܬܐܕܫܠܚܠܗ,ܐܓܪܬܐܕܫܠܚܠܗ
ܡܨܪ̈ܝܐ܂,ܡܠܟܐܕܡܨܪܝܢ܂
ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪܠܝ܂ܚܙܝܬܐܚܝܩܪܡܨܪ̈ܝܐܡܢܐܟܬܒܘܠܢ܂ܘܐܝܕܐ,ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪܠܝ܂ܚܙܝܬܐܚܝܩܪܡܨܪ̈ܝܐܡܢܐܟܬܒܘܠܢ܂ܘܐܝܕܐ
ܡܕܐܬܐ,ܡܕܐَܬܐ
ܣܡܘܥܠܐܬܘܪ,ܣܡܘܥܠܐܬܘܪ
ܘܢܝܢܘܐ܂,ܘܢܝܢ̈ܘܐ܂
ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐܠܡܠܟܐ܂ܗܝܕܝܢܥܢܝܬܘܐܡܪܬܠܗ܂,ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐܠܡܠܟܐ܂ܗܝܕܝܢܥܢܝܬܘܐܡܪܬܠܗ܂
ܡܠܟܐܠܥܠܡܚܝܝ܂,ܡܪܝܡܠܟܐܠܥܠܡܚܝܝ܂ܥܠ
ܥܠܨܒܘܬܐܗܕܐܨܦܬܐܠܐܢܗܘܐܠܟ܂,ܥܠܨܒܘܬܐܗܕܐܨܦܬܐܠܐܢܗܘܐܠܟ܂
,ܘܠܐܥܡܠܐ܂
ܐܢܐ,ܐܢܐ
ܓܝܪ,ܕܝܢ
ܐܙܠ,ܐܙܠ
ܐ̄ܢܐ,ܐَܢܐ
ܠܡܨܪܝܢ܂ܘܝܗܒ,ܠܡܨܪܝܢ܂ܘܝܗܒ
ܐܢܐ,ܐَܢܐ
ܦܬܓܡܐ܂ܘܠܟܠܗܘܢ,ܦܬܓܡܐ܂ܘܠܟܠܗܘܢ
ܒܥܠܕܒ̈ܒܝܟܦܠܐ̱ܬܐ,ܒܥܠܕܒܒܝ̈ܟܦܠܐِܬܐ
ܝܗܒ,ܝܗܒ
ܐܢܐ܂ܘܡܕܐܬܐ,ܐَܢܐܘܦܬܓܡܐܘܡܕܐَܬܐ
ܕܡܨܪܝܢ,ܕܡܨܪܝܢ
ܐܝܬܐܠܟ܂,ܡܝܬܐܐَܢܐܠܟܕܬܠܬܫܢܝ̈ܢ܂
ܘܟܕ,ܘܟܕ
ܗܠܝܢ,
ܫܡܥܡܠܟܐ܂ܚܕܝ,ܫܡܥܡܠܟܐ܂ܚܕܝ
ܚܕܘܐܪܒܬܐ,ܚܕܘܬܐܕܪܒܬܐ܂
ܘܝܘܡܐܪܒܐܥܒܕ܂ܘܥܩܬܐܡܢܪܥܝܢܗܐܥܒܪ܂ܘܕܒܚܬܘܪ̈ܐ,ܘܝܘܡܐܪܒܐܥܒܕ܂ܘܥܩܬܐܡܢܪܥܝܢܗܐܥܒܪ܂ܘܕܒܚܬܘܪ̈ܐ
ܡܦܛܡ̈ܐ,ܘܥܢ̈ܐ
ܘܡܘܗ̈ܒܬܐ,ܘܡܘܗ̈ܒܬܐ
ܪ̈ܘܪܒܬܐܝܗ̄ܒ,ܪܘܪ̈ܒܬܐܝܗَܒ
ܠܝ܂,ܠܝ܂
ܘܠܢܒܘܣܡܟ,ܘܐܦܢܒܘܣܡܟ
ܒܪܫܟܠܢ,ܒܪܫܟܠܢ
ܐܘܬܒܗ܂,ܐܘܬܒܗ
ܘܒܕܪܓܐ,ܘܒܕܪܓܐ
ܪܫܝܐܥܒܕܗ܂,ܪܒܐܥܒܕܗܘܐܩܝܡܗ܂
ܟܕܟܬܒܐܚܝܩܪܐܓܪܬܐܠܘܬ,ܟܕܟܬܒܐܚܝܩܪܐܓܪܬܐܠܘܬ
ܐܢ̄ܬܬܗܘܠܨܦܪܗܕܝܘܡܐܐܓܪܬܐܠܘܬܐܫܦܓܢܝ܂ܐܢ̄ܬܬܝܟܬܒܬ܂ܟܕ,ܐܫܦܓܢܝܐܢَܬܬܗ܂ܐܘܐܢَܬܬܝ܂ܗܕܐ
ܐܓܪܬܐ,ܐܓܪܬܐ
ܗܕܐܠܘܬܟܝܬܡܛܐ܂ܐܡܪܝܠܨܝ̈ܕܐܕܝܠܝ,ܐܡܬܝܕܡܛܝܐܠܘܬܟܝ܂ܒܗܒܫܥܬܐܦܩܘܕܘܠܨܝܕ̈ܐ
ܕܢܨܘܕܘܢܠܝ,ܕܢܨܘܕܘܢܠܝ
ܬܪܝܢܒܢܝ̈,ܬܪ̈ܝܢܒܢ̈ܝ
ܢܫܪ̈ܐ܂ܘܐܡܪܝ,ܢܫܪ̈ܐ܂ܘܐܡܪܝ
ܠܥܕ݁ܕܝ,ܠܥܒ̈ܕܝ
ܕܢܝܬܘܢܠܝ,ܕܢܝܬܘܢܠܝ
ܟܬܢܐ܂ܘܢܐܡܪܘܢ,ܥܕܠܐܕܟܬܢܐ܂ܘܢܥܒܕܘܢ
ܠܝܬܪ̈ܬܝܢܓܝܓ̈ܠܐ܂ܘܢܗܘܐ,ܠܝܬܪ̈ܬܝܢܓܝܓ̈ܠܐ܂ܘܢܗܘܐ
ܥܘܒܗ̈ܝܢ,ܥܘܒܗܝܢ
ܚܨܪܐܚܕܐ܂,ܚܨܪܐܚܕܐ܂
ܘܐܘܪ̈ܟܝܗܝܢ,ܘܐܘܪܟܝܗܝܢ
ܐܠܦܐܡܝ̈ܢ܂,ܐܠܦܐܡܝ̈ܢ܂
ܘܦܩܘܕܝ,ܘܦܩܘܕ
ܠܩܝܢܝ̈ܐ,ܠܩܝܢܝ̈ܐ
ܕܢܥܒܕܘܢ,ܘܢܥܒܕܘܢ
ܠܝ,ܠܝ
ܬܪ̈ܬܝܢ,ܬܪ̈ܬ݀ܢ
ܟܘܠܒ̈ܐ܂ܘܐܫܠܡܠܢܒܘܚܝܠ,ܟܘܠܒ̈ܐ܂ܘܐܫܠܡܠܢܒܘܚܝܠ
ܘܠܛܒܫܠܡ,ܘܠܛܒܫܐܠܘܡ
ܛܠܝ̈ܐܕܝܠܝ,ܛܠܝ̈ܐܕܝܠܝ
ܠܢܫ̈ܐܫܒܥ,ܠܫܒܥܢܫ̈ܐܒܟܝܪ̈ܬܐ
ܕܡܝܢܩ̈ܢܐܢܘܢ,ܕܡܝܢܩ̈ܢܐܢܘܢ
ܕܢܬܪܒܘܢ,ܕܢܬܪܒܘܢ܂
ܘܐܩܝܡ,ܘܐܩܝܡ
ܠܒܢܝ̈,ܠܗܘܢܠܚܨܝ̈ܒܢ̈ܝ
ܢܫܪ̈ܐ,ܢܫܪ̈ܐ
ܘܢܪܒܘܢ,ܘܢܕܒܘܢ
ܛܠܝ̈ܐ,ܛܠܝ̈ܐ
ܥܠܝܗܘܢ,ܥܡܗܘܢ܂
ܘܐܡܪ̈ܐܬܪܝܢ,ܘܐܡܪ̈ܐܬܪܝܢ
ܒܝܘܡܐܚܕܢܘܟܠܘܢܐܢܘܢ܂ܘܢܐܠܦܘܢ,ܒܚܕܝܘܡܐܢܣܝܡܘܢܠܡܐܟܠܐܕܝܠܗܘܢ܂ܘܝܠܦܘܢ
ܛܠܝ̈ܐ,ܛܠܝ̈ܐ
ܕܢܐܡܪܘܢ,ܘܢܐܡܪܘܢ
ܛܝܢܐ,ܛܝܢܐ
ܘܡܠܛܐ܂ܐܪ̈ܚܐ,ܘܡܠܛܐܦܫܘܛܘ܂
ܓܒܪ̈ܐ,ܓܒܪ̈ܐ
ܠܐܪ̈ܕܟܠܐܕܡܠܟܐܒܛܜܠܝܢ܂ܘܐܢ̄ܬܬܝ,ܐܪ̈ܕܟܠܐܐܪ̈ܚܐܕܡܠܟܐܒܛܝܠܝܢܡܢܥܒܕܐ܂ܘܐܢَܬܬَܝ
ܣܓܝܚܟܝܡܐ,ܣܓܝܚܟܝܡܐ
ܗ̄ܘܬ܂,ܗَܘܬ܂
ܘܥܠ,ܘܥܠ
,ܟܠ
ܕܦܩܕܬܗ,ܕܦܩܕܬܗ
ܥܒܕܪ܆,ܥܒܕܬ܂
ܟܕܢܣܒܦܘܩܕܢܐ,ܟܕܢܣܒܦܘܩܕܢܐ
ܐܚܝܩܪ,
ܡܢܡܠܟܐܕܢܐܙܠ,ܡܢܡܠܟܐܕܢܐܙܠ
ܠܡܨܪܝܢ,ܠܡܨܪܝܢ܂
ܗܝܕܝܢܐܬܘܪ̈ܝܐ,ܗܝܕܝܢܐܬܘܪ̈ܝܐ
ܘܢܝܢܘܝܐ,ܘܢܝܢܘ̈ܝܐ
ܟܕܫܡܥܗܟܢܐ܂ܚܕܝܘ,ܟܕܫܡܥܗܟܢܐ܂ܚܕܝܘ
,ܚܕܝܘ
ܚܕܘܬܐܪܒܬܐ܂,ܚܕܘܬܐܪܒܬܐ܂
ܘܠܕܘܟܝ̈ܬܗܘܢ,ܘܠܕܘܟ̈ܝܬܗܘܢ
ܗܦܟܘ܂ܘܥܢܝܬܐܢܐܘܐܡܪܬܠܡܠܟܐ܂ܡܪܝܡܠܟܐ܂,ܗܦܟܘ܂ܘܥܢܝܬܐܢܐܘܐܡܪܬܠܡܠܟܐ܂ܡܪܝܡܠܟܐ܂
ܘܐܦܣܠܝܡܠܟܐܕܒܪܬ,ܐܦܣܠܝ܂ܘܕܒܪܬ
ܥܡܝܚܝܠܐ,ܥܡܝܚܝܠܐ
,ܣܓܝܐܐ
ܘܐܙܠܬ܂ܘܟܕܡܛܝܬܠܒܝܬܒܘܬܐ܂ܩܕܡܝܑܬ,ܘܐܙܠܬ܂ܘܟܕܡܛܝܬܠܒܝܬܒܘܬܐ܂ܩܕܡܝܑܬ
ܐܫܪܝܬ,ܫܪܝܬ
ܠܚܝܠܐ,ܠܚܝܠܐ
ܘܢܦܩܬ,ܘܐܦܩܬ
ܠܒܢܝ̈ܢܫܪ̈ܐ܂ܘܩܛܪܬ,ܠܒܢܝ̈ܢܫܪ̈ܐ܂ܘܩܛܪܬ
ܓܝ̈ܓܠܐ,ܓܝܓܠܐ
ܒܪ̈ܓܠܝܗܘܢܘܐܪܟܒܬܥܠܝܗܘܢܛܠܝ̈ܐ,ܒܪ̈ܓܠܝܗܘܢܘܐܪܟܒܬܥܠܝܗܘܢܛܠܝ̈ܐ
ܕܝܠܝ܂,ܕܝܠܝ
ܘܐܪܦܝܬܐܢܘܢ,ܘܐܪܦܝܬܐܢܘܢ
ܘܣܠܩܘܠܪܘܡܐ܂,ܘܠܩܠܩܘܠܪܘܡܐܒܐܐܪ܂
ܘܗܘܘܩܥܝܢܛܠܝ̈ܐܐܝܟܕܝܠܦܘ܂ܐܝܬܘ,ܘܗܘܘܩܥܝܢܛܠܝ̈ܐܐܝܟܕܝܠܦܘ܂ܐܝܬܘ
ܠܒ̈ܢܐܘܐܪ̈ܚܐܘܛܝܢܐܘܡܠܛܐܠܐܪ̈ܕܟܠܐ,ܠܒܢ̈ܐܘܛܝܢ̈ܐܘܡܠܛܐ܂ܐܪ̈ܚܐܘܐܪ̈ܕܟܠܐ
ܕܡܠܟܐ,ܕܡܠܟܐ
ܗܐܒܛܝܠܝܢ܂,ܒܛܝܠܝܢ
ܘܗܝܕܝܢ,ܘܗܝܕܝܢ
ܢܓܕܬ,ܩܦܣܬ
ܐܢܘܢ,ܐܢܘܢ
ܠܘܬܟ܀,ܠܘܬܝ܀܀܀
ܡܥܠܬܗܕܐܚܝܩܪ,ܡܥܠܬܗܕܐܚܝܩܪ
ܠܡܨܪܝܢ,ܠܡܨܪܝܢ܂
ܥܡ,ܥܡ
ܐܝܙ̈ܓܕܐܠܘܬܦܪܥܘܢ܂,ܐܝܙܓ̈ܕܐܕܦܪܥܘܢ
,ܡܠܟܐ
ܘܟܕ,
ܡܠܟܐ,
,ܕܡܨܪܝܢ
,ܘܟܕ
ܘܝܗܒܠܗܒܝܬܡܫ̱ܪܝܐ܂ܟܕܦܩܕ,
,ܡܛܝܬܠܡܨܪܝܢܐܘܡܢ̈ܐܕܡܠܟܐܐܘܕܥܘܗܝܘܦܩܕ
ܡܠܟܐܕܢܥܘܠܐܚܝܩܪ,ܡܠܟܐܕܢܥܘܠܐܚܝܩܪ
ܠܘܬܗ܂,ܠܘܬܝܗ܂
ܘܥܠܬܠܘܬܗܘܫܐܠܬܒܫܠܡܗ܂ܘܗܝܕܝܢܐܡܪܠܝܡܢܘܫܡܟ܂ܘܐܡܪܬܠܗܐܒܝܩܡܚܕܡܢ,ܘܥܠܬܠܘܬܗܘܫܐܠܬܒܫܠܡܗ܂ܘܗܝܕܝܢܐܡܪܠܝܡܢܘܫܡܟ܂ܘܐܡܪܬܠܗܐܒܝܩܡܚܕܡܢ
ܫܘܫܡܢܘ̈ܗܝܕܡܠܟܐ܂,ܫܘܫܡܢ̈ܘܗܝܕܡܠܟܐܕܢܝܢ̈ܘܐ
ܘܟܕܫܡܥܦܪܥܘܢ܂ܐܬܬܦܝܪܘܐܡܪ,ܘܟܕܫܡܥܦܪܥܘܢ܂ܐܬܬܦܝܪܘܐܡܪ
ܠܝ܂,ܠܝ
ܗܟܢܐ,ܗܟܢܐ
ܐܬܬܒܫܝܛܬ,ܐܬܬܫܝܛܬ
ܠܘܬܡܪܟܕܫܘܫܡܢܐܢܫܕܪܠܝ܂,ܠܘܬܡܪܟܕܫܘܫܡܢܐܢܫܕܪܠܝ܂
ܘܗܘ,ܕܗܘ
ܢܬܠܠܝܦܬܓܡܐ܂ܘܐܡܪܠܝܙܠܐܒܝܩܡܠܒܝܬ,ܢܬܠܠܝܦܬܓܡܐ܂ܘܐܡܪܠܝܙܠܐܒܝܩܡܠܒܝܬ
ܡܫ̱ܪܝܟ܂,ܡܫܪܝܟ܂
ܘܩܕܡܒܨܦܪܐܘܬܐ,ܘܩܕܡܒܨܦܪܐܘܬܐ
ܠܘܬܝ܂,ܠܘܬܟ܂
ܘܦܩܕܡܠܟܐ,ܘܦܩܕܡܠܟܐ
,ܠܪܘܪ̈ܒ܏ܢܘ
ܠܪܘܪ̈ܒܢܘܗܝܕܠܡܚܪ,ܠܪܘܪ̈ܒܢܘܗܝܕܠܡܚܪ
ܢܬܟܣܘܢ,ܢܬܟܣܣܘܢܘܢܠܒܫܘܢ
ܠܒܘܫܝ̈,ܠܒܘܫܝ̈
ܟܪܡܠܐܣܘܡܩܐ܂,ܒܪܡܠܐܣܘܡ̈ܩܐ܂
ܘܒܨܦܪܐܠܒܫܡܠܟܐܠܒܘܫܝ̈,ܘܒܨܦܪܐܠܒܫܡܠܟܐܠܒܘܫܝ̈
ܒܘܨܐܘܐܪ̈ܓܘܢܐܘܥܠܟܘܪܣܝܐܬܬܒ܂ܘܪ̈ܘܪܒܢܘܗܝ,ܒܘܨܐ܂ܘܐܪ̈ܓܘܢܐ܂ܘܝܬܒܥܠܟܘܪܣܝܐ܂ܘܪܘܪ̈ܒܢܘܗܝ
ܝܬܒܝܢ,ܝܬܒܝܢ
ܗ̄ܘܘܩܕܡ܏ܘ܇ܩܕܡܘܗܝ܇ܘܦܩܕ,ܗَܘܘܚܕܕ̈ܘܗܝ܂ܘܩܕܡܘܗܝ܂ܘܦܩܕܡܠܟܐ
ܘܥܠܬ,ܘܥܠܬ
,ܩܕܡܘܗܝ܂
ܘܐܡܪܠܝܠܡܢܐܕܡܐ,ܘܐܡܪܠܝܠܡܢܐܕܡܐ
ܐ̄ܢܐܐܘܐܒܝܩܡ܂ܘܪ̈ܘܪܒܢܝܠܡܘܢܕܡܝܢ܂ܘܐܡܪܬܠܗ,ܐَܢܐܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢܕܡܝܢ܂ܐܡܪܬܠܗ܂
ܕܡܝܬ,ܕܡܝܬ
,ܡܪܝ
ܡܠܟܐܠܒܝܠ܂,ܡܠܟܐܠܒܝܠ܂
ܘܪ̈ܘܪܒܢܝܟܠܟܘܡܪ̈ܘܗܝ,ܘܪܘܪ̈ܒܢܝܟܠܟܘܡܪ̈ܘܗܝ܂
ܘܬܘܒܐܡܪܠܝܙܠܐܒܝܩܡ܂ܘܠܨܦܪܗܕܝܘܡܐ,ܘܬܘܒܐܡܪܠܝܙܠܐܒܝܩܡ܂ܘܠܨܦܪܗܕܝܘܡܐ
ܬܐܠܟ܂,ܬܐ܂
ܟܕܦܩܕܡܠܟܐ,ܟܕܦܩܕܡܠܟܐ
ܠܪ̈ܘܪܒܢܘܗܝ,ܠܪ̈ܘܪܒܢܘܗܝ܂
ܕܢܫܚܠܦܘܢܠܒܘܫ̈ܐ,ܕܢܫܚܠܦܘܢܠܒܘܫ̈ܐ
,ܕܝܠܗܘܢ܂
ܘܗܘܡܠܟܐܦܩܕܠܪܘܪ̈ܒܢܘܗܝܕܢܠܒܫܘܢ,ܘܗܘܡܠܟܐܦܩܕܠܪܘܪ̈ܒܢܘܗܝܕܢܠܒܫܘܢ
ܠܒܘܫܝ̈ܟܬܢ̈ܐ,ܠܒܘܫ̈ܝܟܬܢ̈ܢܐ
ܚܘܪ̈ܐ܂ܘܡܠܟܐܠܒܫ,ܚܘܪ̈ܐ܂ܘܡܠܟܐܠܒܫ
ܚܘܪ̈ܐܩܛܝܢܐܘܥܠܟܘܪܣܝܐܝܬܒܗ̄ܘܐ,ܚܘܪܐܩܛܝܢܐ܂ܘܝܬܒܥܠܟܘܪܣܝܐ܂
ܘܪܘܪ̈ܒܢܘܗܝܩܝܡܝܢ,ܘܪܘܪ̈ܒܢܘܗܝܩܝܡܝܢ
ܗ̄ܘܘܩܕܡܘܗܝ܂,ܩܕܡܘܗܝܘܚܕܪ̈ܘܗܝ܂
ܘܦܩܕܘܥܠܬܩܕܡܘܗܝܘܐܡܪܠܝܠܡܘܢܕܡܐ,ܘܦܩܕܘܥܠܬܩܕܡܘܗܝܘܐܡܪܠܝܠܡܘܢܕܡܐ
ܐ̄ܢܐ,ܐَܢܐ
ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ܂ܟܕܡܦܢܐ,ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ܂ܟܕܡܦܢܐ
ܐܚܝܩܪܦܬܓܡܐܘܥܢܝܬܘܐܡܪܬܠܗܕܡܐܐܢ̄ܬܠܫܡܫܐܘܪܘܪ̈ܒܢܘܗܝ,ܐَܢܐܦܬܓܡܐ܂ܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐܐܢَܬܠܫܡܫܐ܂ܘܪܘܪ̈ܒܢܝܟ
