Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,الىعندالقصابين,,,الىعندالقصابين,,
,وهولم,وهولم,,وهولم,,
,يخلص,يخلص,,يخلَّص,,
,روحهمن,روحهمن,,روحهمن,,
,الذبح,الدبح_يابنييدًالمتمتدللعملوالحرصوفعلالخير_تنقطعمناباطها_,,الذبح,,
,,,,_,,
,يا,يا,يا,يا,,يا
,بني,بني,ابني,ابني,,ابني
الكلب,الكلب,,الكلب,الكلب,,الكلب
الذيلا,الذي,,الذيلا,الذى,,الذى
يُطعم,لم,,,لم,,لم
,يقتات,,ياكل,يقتات,,ياكل
منصيده,منصيده,,منصيده,منصيده,,منصيده
فيكونطعامًاللذياب_يابنيانّاليدالتيلاتشتغلوتفيدفانّها,ماكول,,يصيرمأكول,ماكول,,ماكول
,الدياب,,الذياب,الدياب,,الذياب
تقطع_,,,,,,
ياابنيانالعينالتيتنظرالىشيءٍدنستقلع_يابنيانّيأريتك,يكون,,,يصير_,,يكون
,يا,,يا,يا,,يا
,بني,,ابني,ابني,,ابني
,يد,,يد,يد,,يدً
,لمتفلح,,لمتفلح,لمتفلح,,لمتفلح
,,,وتتعب,وتصير,,وتكسبشيمناباطهاتنقطعياعينً
,وتكون,,وتكون,,,
,حريصهشاطره,,حريصهشاطره,حريصهشاطره,,
,,,تقطع,,,
,منابطهاتنفسخ,,,منابطهاتنفسخ,,
,وتقطعيابنيعينا,,منأباطهاياابنيصرتليمثلشجرة,وتنقطع_ياابني,,
,,عينًا,,عينًا,,
,لم,لم,,لم,,لم
,ابصرفيها,تبصرالضوَّوهيمفتوحه,,ابصرفيها,,ابصرفيها
,نور,,,نور,,شيًالقيعان
,الغربان,الغربان,,الغربان,,
,,يقلعوهااو,,,,
,ينقروها,ينقروها_,,ينقروها,,ينقروها
,ويقلعوها,يابني,,ويقلعوها,,
,يابني,,,_,,
,,,,ياابنى,,ياابنى
,انا,,,انا,,انا
وجه,وجه,وجه,,وجه,,وجه
الملك,الملك,الملك,,الملك,الملك,الملك
واوصلتكالىكرامةعظيمةفجازيتنيعوضالخيرشرًا_فاذاًالذيفعل,اوريتك,اوريتك_,,ارويتك,ارويتك,ارويتوك
,,والكرامهوالعظمهقد,,والى,والى,والى
,,,,كرامت,الكرامةالعظيمة,كرامتً
,,,,عظيمه,,عظيمه
,,اوصلتك,,اوصلتك,اوصلتك_,اوصلتوكوربتوكمنبدال
,وربيتك,وربيتك_,,وعلمتوكوربيتوكوعملتوا,,
,وانت,وانت,,,وانت,
,لفاعل,كافيتنيبكلاسيه_فكيفالدييصنع,,,لفاعل,
,الخير,,,,الخير,الخير
,,,,,,جازيتنيشرفالذىيفعل
معك,معك,معك,,معك,معك,معك
شرًاتُرىماذا,كافيتاسيات,اسيه_بايمجازاه,,كلخيروانت,كافيتاسيات_,شرايش
تجازيه,لفاعلالاسيات,تجازيه_,,,فالذييعمل,تجازيه
,معك,يابنيصرتليَّمثلاناسارادوايقطعواشجره_فقالتلهملولافي,,,معك,
,ترى,,,,اسياتترى,
,,ايديكممني,,,,
,ماذا,ماكنتمتستطيعواقطعي_,,ماذا,ماذا,
,تكافيهوتجازيه,,,تكافينيوتجازيني,تكافيهوتجازيه_,
ياابني,يابني,,,ياابني,ياابنيصرتليمثلالصنورة,ياابني
انكصرتليمثلالهرّة,صرتليمثلالشجرة,,,صرتليمثلالشجرة,,صرتمثلسنورتًالذىقالوالهااتركيعنكي
,التي,,التي,الذى,التي,
,قالتللذين,,,قالتللذين,قد,
,قصدواقطعها,,قصدواقطعها,قصدواقطعها,,
,اه,,قالتلهمآه,اه,,
,لولاما,,لولاما,لولاما,,
,في,,في,فى,,
,ايديكممني,,,ايديكممني,,
,,,يدكملماقدرتمعلىقطعيياولديانتصرتسنورهقطَّهالذي,,,
,والا,,,والا,,
,,,قالوالهابطلي,,,
,قووتى,,,الىقوتي,,
,لم,,,لم,,
,كنتم,,,,,
,تستطيعونيا,,,تستطيعونيا,,
,بني,,,ابني,,
,صرتليمثلالسنورة,,,صرتليمثلالسنورة,,
التى,التيقالواانتتركي,,,التى,,
قالوالها,,,,قالوالها,قالوالها,
اطرحيعنك,,,,اتركيعنكي,اتركيعنكي,
السرقة,,,,,السرقة,
فيصنعلكالملكقلادةمنالذهب_امّاهيفقالتانّيلستبتاركةصناعةابيوأمي_,,,,,فيعمل,
ياابني,,ياابني,,,,
انّي,,صرتليمثلالسنوره_الدي,,,,
,,قالوالهابطلي,,,,
,,عنكي,,,,
,السرقه,السرقه_,السرقه,السرقه,,السرقه
,عنكي,حتييصنع,,,,الايعمللكى
,ويعمل,,ويعمل,ويعمل,,
,لكي,لكي,لكي,,لكي,
,الملك,الملك,الملك,الملك,الملك,الملك
,مراود,حلقدهب_واساورواطواقدهب_فيايديكيورقبتكي_,مراود,مراود,مراود,
,,,وقلايد,,من,
,ذهبويصنعلكي,,,ذهبويصنعلكي,ذهب_ويصنعلكي,
,قلايد,,,قلايد,قلايد,قلايد
,من,,,من,من,ومراود
,فضه,,منذهب,فضَّه,الفصةوالدر,منذهب
,ومن,,قالت,ومن,,
,الدررويطعمك,,,الدر,,
,,,,ويطعمكي,ويطعمكي,
,ويسقيكي,,,ويسقيكي,ويسقيكي,
,شبع,,,شبعكى,شبعكي_,
,فقالت,فقالت,,فقالت,فقالت,فقالت
انا,انا,انا,انا,انا,انا,انا
قد,صنعةالتي,صنعت,صنعت,صنعَّةالذى,صنعت,صنعت
,,الدي,أميوأبيماأتركهاياابنيانتصرتمثل,,التي,اميوابي
,علموني,علموني,,علموني,علموني,
,ابيوامي,ابايلم,,بيتابى,ابيوامي,
,ما,,,مااتركها,مااتركها,مااتركها
,اترك,اترك,,ابدًا_ياابني,ابدًا_ياابني,ياابنىانا
,ابدايابني,ياابنيصرتليمثلتعبان,,,,
,صرتليمثل,,,صرتليمثل,,
,ثعبان,,ثعبان,ثعبان,,
,كان,كان,,كان,,
,راكب,راكب,,راكبان,,
,علىعوسجوهو,عليعوسجه,علىعوسجوهو,علىعوسجوهو,,
,في,في,في,فى,,
,النهرفنظرهم,النهر_فنظرهم,وسطالنارفنظرالذيبوقالشر,النهرفنظرهم,,
,ديب,ديب,,الديب,,
,فقاللهمشرير,فقاللهمشرير,,فقاللهمشرير,,
,على,علي,على,على,,
,شرير,شرير,شر,شرير,,
,والذي,والدي,والذي,والذى,,
,هو,هو,,هو,,
,اشر,اشر,اشر,اشر,,
,منهم,منكم,منهم,منهم,,
,يدبر,يدبر,يدبّر,يدبّر,,
,اثنينهم,اتنينكم_,اثنينهم,اثنينهم,,
,فقال,فقال,ياابنيأنا,فقال,,
,الثعبان,التعبان,,الثعبان,,
,للديبانت,للديب_انت,,للديبانت,,
,,للخرفانوللجدياو,,,,
,السخل,السخل,,السخل,,
,والجدا,الدياكلتهم,,والجدى,,
,والخواريف,,,والخواريف,,
,الذي,,,الذى,,
,اكلت,,,اكلت,,
,كل,,,فى,,
,عمرك,,,عمرك,,
,تردهم,تردهم,,تردهم,,
,علىابوايهمووالديهم,الياصحابهم_فقال,,الىعنداخوتهمووالديهبعد,,
,املاقال,,,املاقال,,
,,,,له,,
,الديبلافقال,الديبلا_فقال,,الديبلافقال,,
,لهالثعبان,التعبانله_فانتاشرمنَّا_يابنيماكوللديد,,لهالثعبان,,
,اذنبعدي,,,صرت,,
,انت,,,انت,,
,اشدّ,,,اشدَّ,,
,مننايا,,,مننا_يا,,
,بني,,,ابني,,
,انا,,,انا,,
,كل,,كل,كل,,
,ماكول,,ماكول,ماكول,ماكول,ماكول
,طيب,,,,,
,لذيذ,,لذيذ,لذيذ,لذيذ,لذيذ
,,,طعمتكوأنت,اطعمتوك,طيَّب,طعمتوك
اطعمتك,اطعمتك,اطعمتك,,,اطعمتك_,
كلّاكلةلذيذةوامّاانتفانّك,وانت,وانت,,وانت,وانت,وانت
,ولا,,,ولا,,
,خبز,خبز,خبز,خبز,خبز,خبز
,,يسير,يسير,وحده,وحده,يسير
ما,,ما,ما,,ما,ما
اشبعتني,اشبعتني,اشبعتني_,طعمتنيوأشبعتنيأنا,اشبعتني,اشبعتني_,اشبعتني
خبزًابسيطًاوانامدفونومخفي_وأنتتشربالخموروناويايقاعالدنسبنسائياللواتيقدربيّنك_يابنيانّيقدربيتكمثلارزةبهيةوامّاانتفاذللتنيوالى,,وانا,,وكنتوافى,بل,وانا
,في,مطمورمخفي_,مطمورمخفي,,في,مطمورمخفي
التراب,التراب,,,التراب,التراب,
أحدرتني,فيالحفروالمطموره,,,وفىحفرةمظلمهمختفى,وفيالمطمورةجعلتني_وعملتحيلةلقتليياابنياناربيتكوربيت,
,بل,بل,بل,بل,,بل
,عملت,عملت,أنتعزمت,عملت,,عملت
,,علي,,,,راىً
,على,,على,على,,على
,قتلييا,قتلي_يا,قتلييا,قتلي_يا,,قتلييا
,بني,بني,ابني,ابني,,ابني
,انا,مثلشجر,,انا,,
,,,,ربيَّت,,
,,الارز,,,,
,ربيت,ربيت,ربيت,,,ربيت
,قامتك,قامتك,قامتك,قامتك,قامتك,قامتك
,مثل,,مثل,مثل,مثل,مثل
,الارز,,,الارز,الارز,الارز
,,,الأرز,,,
,البهي,,البهي,البهى,,البهي
,وانت,,وانت,وانت,وانت,وانت
,عكفتني,عكفتني,عفصتني,اعكفتني,عكفتني,عفقتنى
,واحنيتني,واحنيتني_,واحنيتني,واحنيتني,واحنيتني,واحنيتني
,بحياتي,ووظعتنيفيقبرًا,فيحياتيوأنزلتنيمنكرامتي,بحياتي,بحياتي,وفىحياتي
,وانزلتني,,,وانزلتني,انزلتنيالىالمطمورة,وانزلتني
,في,وانا,,فى,وانا,فى
,المطموره,حييابني,,المطموره,,المطموره
بكثرة,بكثرة,,بكثرة,بكثرة,,بكثرتشررك
مصائدك_يابنيانني,شرورك,,شركياابني,شرورك,,
,واسياتكيابني,,,واسيَّاتك_,,
,,,,ياابني,,ياابني
,انا,,,انا,,انا
كنت,كنت,كنت,كنت,كنت,كنت,كنت
اظن,اظن,اظن,أظن,اظن,اظن,اظن
انه,اني,اني,اني,ان,انه,ان
قد,قد,,,قد,قد,
شيدت,بنيت,بنيت,بنيت,بنيت,بنيت,بنيت
لي,لي,لي,لي,لي,لي,لىجوسقن
برجًا,برج,قصرعالي_حتي,جوسق,برج,برجًا,
حصينًا,,,,عظيم,,
,حصين,,حصين,حصين,حصين_,حصين
حتى,وجوسق,,لأستتر,وجوسق,مرتفع,حتى
فيه,,,,لاستتر,لاستتر,
استتر,استتر,استتر,,,,استتر
مناعدائي,بهمن,بهمن,بهمن,بهمن,بهمن,بهمن
,اعداي,اعداي,أعدائي,اعداييَّ,اعداءي_ياابنياناارثت,اعدايّ
والرب,وانت,يابنيانتهدمتبنيانيواركاني_,والرب,وانت,,والرب
خلّصنيمنهلانّي,القيتنيودفعتنيقداماعدايي,,,طمرتنيفىالارضوانابحياتي,,
,والله,,,والله,,
,الرحيم,,,الرحيم,,الرحيم
,نجاني,,نجاني,نجاني_,,نجاني
,يا,,وبالذيأناردتلكالخيروأنتجازيتنيالأسياتأريدأقلع,يا,,
,بني,,,ابني,,
,لاجل,,,,,لاجل
انا,,,,انا,,انا
اردت,اردت,,,أردت,,اردت
لك,لك,,,لك,لك,لك
الخير,كل,,,كل,كل,كل
,خيرات,,,خير,الخيرات_,خير
وانتجازيتني,وانتجازيتني,,,وجازيتينيانت,وانتجازيتني,وانتجازيتني
شرًا_فانّيالآن,اسيات,,,كل,كل,شر
,,,,اسيَّة,الاسيات_,
اريد,اريد,اريد,,اريد,اريد,اريد
اناخيّط,اقشعر,اقعوَّر,,اقور,اقوعر,اقعور
عينيك,عينيك,عينيك,عينيك,عينيك,عينيك,عينيك
واقطع,واقطع,واقطع,وأقطع,واقطع,واقطع,واقطع
لسانك,لسانك,لسانك_,لسانك,لسانك,لسانك_,لسانك
وبالسيف,وفي,وكلالاسيات,وفي,وفى,وفي,وفى
,السيف,,السيف,السيف,السيف,السيف
آخذ,اخذ,,آخذ,اخذ,اخذ,اخذ
راسك,راسك,,رآسكوالأسياتأجازيكأجاب,راسك,راسك_,راسك
فحينئذٍ,وكل,,,وكل,وكل,وكل
,اسيات,,,اسيَّاة,اسيَّات,بالسيات
,اجازيك,اجازيك_,,اجازيك,اجازيك_,اجازيك
,وكل,واموتكاشرموته_فقالله,,وكل,وكل,
,,,,,,اجاب
,شرور,,,شرور,الشرور,
,اوفيك,,,اوفيك,اوفيك,
اجاب,,,,,اجاب,
,واجابنادنولدي,,,فاجاب,,
نذآنوقاللاحيقار,,نادان,نادان,نادان,نادان,نادان
,وقال,,وقال,وقال,وقال,وقال
,لي,,لي,له,,
حاشاك,حشاك,حاشاك,حاشاك,حاشاك,حاشاك,حشاك
ان,,ان,,ان,ان,ان
تصدر,تكون,تصنع,تصنع,تكون,تكون,يكونمنكاسيَّات
منك,منك,بيهداالصنيعوتنتقممنيبل,هذاالذيتقولأناراجيمنك,منك,منك,
,اسيات,,,اسيَّة,الاسيات,
,او,,,او,او,
الشرور,شربين,,,شربين,الشرور_,
بلانماالخيراتومثلافضالك,يديك,,,عينيك,,
,الا,,,الا,الا,الا
,مثل,مثل,مثل,مثل,مثل,مثل
,جودك,جودك,جودك,جودك,خيراتك,جودك
,وخيرتك,,,وخيراتك,,
,ورحمتك,,,ورحمتك,ورحمتك,
اصنعمعي_,اصنعمعي,اصنعمعي_,اصنعمعي,اصنعمعي,اصنعمعي,اصنعمعي
واغفر,واغفر,واغفر,وأغفر,واغفر,اغفر,واغفر
لي,لي,لي,لي,لي,لي,لي
كلّماسبقذكرهوقلته_لانّياناقداغظتاللهبخطايايوهولايزاليقبلالتائبينوللذينيخطئون_امّاانت,ما,ما,ما,ذنبيالذى,ما,ما
,اذنبت,ادنبتاليك_,أذنبتأمامكواللهغفور,اذنبت,اذنبت,اذنبت
فاقبلني,امامك,فاقبلني,,امامك,امامك,قدامك
,لاناللهيغفرذنوب,,,لاناللهيغفرذنوب,لاناللهيغفرذنوب,لاناللهيغفرذنوب
,المذنبين,,,المذنبين,المذنبين,المذنوبين
,وخطاياالخاطين,,,وخطاياالخاطين,اذاتابوا_,وخطاياالخاطين
,ويقبلالتايبين,,ويقبلالتايبين,ويقبلالتايبين,,ويقبلالتايبين
,,,والأن,,,
,اقبلني,,اقبلني,اقبلني,اقبلني,اقبلني
,,,أخدم,انا,ان,
حتى,,,,حتى,,حتى
اكون,اكون,اكون,,,اكون,اكون
سائسًالخيلكوراعيًالخنازيركوكنَّاسًالمزبلتك,اخدم,اخدم,,اخدم,اخدم,اخدم
,خيلك,خيلك_,خيلك,خيلك,خيلك_,خيلك
,وارعا,وارعا,وأرعي,وارعا,وارعي,وارعا
,خنازيربيتك,خنازيربيتك_,خنازيربيتك,خنازيربيتك,خنازيربيتك,خنازيربيتك
,واكنس,,وأكنسالزبل,واكنس,واكنس,واكنس
,زبلك,وانا,وانا,زبلك,زبلبيتك_قال,زبلك
وانا,وانا,ادعي,أدعا,وانا,,وانا
ايضًااسمَّىرجلًاشريرًاوامّاانتفرجلًاصالحًا_ثمقاللهاحيقارياابنينذآنانّ,ادعا,,,ادعا,,ادعى
,رجلشرير,رجلشرير_,رجلشرير,رجلشرير,,رجلشرير
,وانت,وانت,وأنت,وانت,,وانت
,تدعا,,تدعا,تدعا,,تدعى
,رجل,رجل,رجل,رجل,,رجل
,صالح,حكيممسامح_فقالله,صالح,صالح,,صالح
,حينيذقلتلهيا,حيقار,ياابني,حينيذقلتلهيا,حيقار,ياابني
,بني,_,شيخوخيَّة,ابنيانت,ياابنيقدادخلواالذيبالىالمدرسةلكييتعلم_فقاللهالمعلمقولألف_اجابهُالذيبوقالخروف_قاللهالمعلمقولباء_قالجدي_مثلمافيقلبهقال_,شيخوخيت
,تشبهشجرةنخلهكانتمغروسهعلى,,,تشبهشجرةنخلهكانتمغروسهعلى,,
,شاطي,,,شاطى,,
,النهروكلاثمارهاكانت,,,النهروكلاثمارهاكانت,,
,تلقيهمفيذلك,,,ترميهمفىذالك,,
,النهرفاتاصاحبهاليقطعهاحيثماكانيستفيد,,,النهرفاتاصاحبهاليقطعهاحيثماكانيستفيد,,
,,,,منها,,
,شي,,,شي,,
,منثمارها,,,,,
,قالتلهشجرةالنخله,,,قالتلهشجرةالنخله,,
,حولني,,,حوَّلنى,,
,الى,,,الى,,
,تلكالساريهوارزقكمناثماري,,,موضعاخرهواناارزقكمناثمارى,,
,فقاللهاانتيمن,,,فقاللهاانتيمن,,
,عروقكيوشيقاتكيواغصانكي,,,اغصانكيوعروقكي,,
,لم,,,لم,,
,اثمرتيبشيّكيوملككي,,,تثمرينشي,,
,كيف,,,كيف,,
,ترزقيني,,,ترزقني,,
,بشيغيركييا,,,بشيغيركي_يا,,
,بني,,,ابنيشيخوخت,,
شيخوخة,شيخوخة,شيخوخة,,,,
النسر,النسر,النسر,النسر,النسر,,النسر
خير,اصلحمن,اخير,أخيرمنشبوبيَّت,اصلحمن,,اخير
من,,من,,شيبوبةالحديجالرخواوالغراب,,من
شبوبية,شبوبية,شبوبية,,,,شيبوبت
الغراب,الخديج,الغراب,الغراب,,,الغراب
النتن_,,النتن_,النتن,النتن_,,النتن
يا,يا,يا,ياابني,ياابني,ياابني,ياابني
ابنيمرّةقيلللذئبابتعدمنجوارالاغنامليئلاياتي,بني,بني,,,,
,قالوا,قالوا,قالوا,قالوا,قالوا,قالوا
,للديب,للديب,للذيبأبعد,للديب,الىالذيب,للديب
,ابعد,ابعد,,ابعد,ابعد,ابعد
,لك,عن,,,,
,من,,من,من,من,من
,قرب,,,,قرب,قرب
,الغنم,الغنم_,الغنم,الغنم,الغنم,الغنم
,لا,لا,ليلا,ليلا,ليلا,
,يجي,يجي,يجي,يجي,يجيء,
,غبارها,غبارها,غبارها,,,غبارها
,,فيعينيك_فقاللهمان,,,,
,,غبارهم,,غبارهم,غبارهم,
عليك,عليك,كحلًا,عليك,عليك,عليك,عليك
روثهاامّاالذئبفقالانّيلستابتعدلانّروثالاغنامهودوآء,فقاللهم,,أجابهم,فقاللهم,فقاللهم,فقاللهم
,,,,انا,لا,
,لم,,,لم,,لم
,ابعد,,,ابعد,ابعد,ابعد
,لان,,,لان,لانه,لان
,غبارها,,غبارالغنمهو,غبارهم,غبارهم,غبارالغنمهو
,نافع,,دوا,نافع,نافع,منفعةًالعينى
لعينيّ,هو,,,لعينيّ_,هو,
_ياابنيمرّةادخلواالذئبعندكاتبحتىيتعلمالقرآةفقاللهالمعلّمقلآلفبيتفاجابالذئب,لعيني,لعيني_,لعيني,,لعيني,
,يا,يا,يا,يا,يا,يا
,ابني,بني,ابني,ابني,ابني,ابني
,ادخلواالديب,ادخلواالديب,أدخلواالذيبإلىالكتّاب,ادخلواالديب,,ادخلواالديب
,,للكتاب_حتييتعلمالكتابهفقاللهم,,الى,,
,الكتاب,,,الكتاب,,الكتاب
,ليتعلم,,ليتعلم,ليتعلم,,ليتعلم
,فقال,,القراءهقال,فقال,,فقال
,له,,,له,,
,المعلمقول,المعلم_قول,المعلمقول,المعلمقول,,المعلمقول
,الف,الف,ألفبيتأجابهالذيب,الف,,اليف
قائلًا,باي,با_,قائلًا,با,,با
انّخروفًاوجديًا,,قال,,تا,,تا
,,,,ابت,,فقال
,اجابه,,,اجابه,,
,,الديب,,الديب,,الديب
,وقال,,,وقال,,
,خروف,خاروف,خاروف,خاروف,,خاروف
,,وجدي_,عنزه,وجدي,,وجدي
,جدي,,جدي,,,
,مثلما,مثلما,ياولديمنوقت,مثلما,,مثلما
في,في,في,,فى,,فى
بطني_,طبعهيابنيمنعوض,بطني_يابنيماعلمت,,قلبي_,,بطني
ياابني,,,,ياابني,,ياابني
,كل,,,,,
مُذ,الذي,,الذي,من,,من
,,,,كل,,
علمتك,علمتك,,علمتك,,,كلشى
قلتلكانّاللههوسلطان,,,كانيجبعليك,الذى,,
,,,,علمتوك,,علمتوك
,ما,,,ما,,ما
,,,,حفظتمنهشيفما,,
,كنت,,,كنت,,كنت
,تفكر,,تقول,تفتكر,,تقول
,اناللهحاكم,اناللهحاكم,اناللهحاكم,اناللهحاكم,,اناللهحاكم
عادل,عادل,عادل,عادل,عادل,,عادل
وقاضي,وقاضي,للدينيفعلون,ديَّانالحقالذين,وقاضي,,ديان
ذواستقامةفانّهيجازيالخيراتلفاعليالخيراتويجازيبالشرورلفاعليالشرور_وقصاصهميكونعذابًافي,منصفوالذين,,,منصفوالذين,,منصفوالذين
,يفعلون,,يفعلون,يفعلون,,يفعلون
,الخير,,الخير,الخير,,خير
,,خيرًا,خيرًا,,,
,,,,خير,,خير
,,يجازيهممتله_والدين,,,,
,يجازيهم,,يجازيهم,يجازيهم,,يجازيهم
,,يفعلون,,,,
,خير,,,,,
,ونعيم,,,,,
,,شرًا,,,,
,,يجازيهم,,,,
,والذينيفعلون,,والذينيفعلون,والذينيفعلون,,والذينيفعلون
,الشر,متله_,الشر,الشر,,
,,,شرًا,,,
,,,,شر,,شر
,يجازيهم,,,يجازيهم,,شر
,,,يوفيهم,,,يوفيهم
,,,ويجازيهموآخرتهم,,,ويورثهمجحيم
,عذاب,,عذاب,,,
,,,,,,وعذاب
,ونار,,,ونار,,
جهنم,جهنم,,,جهنم,,
,,,,وعذاب,,
النار_لانّهليس,وجحيم,,,,,
,,,الجحيم,الجحيم,,
,والانما,والانما,والناروأنتياولدييكافيك,والانما,,والانما
,,بقا,,بقيتوااقوللكشيالا,,بقىبينى
,,,الرب,,,
بيني,بيني,بيني,,,,
وبينك,وبينك,وبينك,,,,وبينك
حاكمًاسِوىالله_وهويجازيكحسباستحقاقكياابنيقدصحّفيكذلكالقول,هو,غير,,,,سوا
,الرب,الرب,,الرب,,الرب
,,المنصف_وهو,,,,الحاكم
,,,,هو,,هو
,يكافيك,يكافيك,,يكافيك,,يكافيك
,مثلفعلك,مثلفعلك_,مثلفعلك,مثلفعلك_,,مثلفعلك
,يا,,يا,يا,,يا
,بني,,ابني,ابني,,ابني
,راس,,وياولديجعلوارأس,راس,,راس
,الحمار,,الحمار,الحمار,,الحمار
,جعلوه,,,جعلوه,,جعلوه
,على,,على,على,,على
,المايده,,مايدهوتمرَّجعلىالأرضويقولواقدحَرَجَ,المايده,,المايده
,فاتمرغووقع,,,فوقع,,فوقع
,,,,وتمرغ,,واتمرغ
,علىالارضفقالوا,,,علىالارضفقالوا,,علىالارضفقالوا
,ان,,,اتركوهانه,,
,هوحرد,,,هوحرد,,هوحرد
,علىروحه,,علىروحه,علىروحه,,علىروحه
,حتىلا,,وهوما,حتىلا,,حتىلا
,يقبل,,يقبل,يقبل,,يقبل
,كرامةًووقاريابني,,كرامه,كرامه,,كرامه
,,,وأوقارياولديقولللقايل,واوقار_,,واوقار
,,,,ياابني,,وعزهفان
,انت,,,انت,انت,
,ثبّتت,,,ثبت,ثبت,ثبت
,المثلالذيقال,,,الذى,المثلالذيقال,الذى
الذي,,,الذي,قيل,الذي,قالوا
يمثّلونه_فمولودكادعهإبنك,ان,,تلده,ان,تلده,ان
,الذي,,أدعيهأبنك,الذى,,الذي
,ولدت,,,ولدت,,ولدتهسميه
,ادعيه,,,ادعيه,ادعيه,
,ابنك,,,ابنك,ابنك_,ابنك
والذي,والذي,,والذي,والذى,والذي,والذى
ربّيتهسمّيه,ربيت,,ربيته,ربيته,تربيه,ربيت
,ادعيه,,أدعيه,ادعيه,ادعيه,ادعيه
عبدك_,عبدك,,عبدك,عبدك,عبدك_,عبدك
يابني,يابني,والان,ياابني,والان,ياابني,الان
والقولالاصحّهوهذا_إن,,كلام,,ياابني,احسنواخير,ياابني
,اخير,,,اخير,,اخير
,,الصدق,,,,
,من,هداهو_ادا,,من,من,من
,,,,الصدق,,
كان,كل,كان,,,,
,هذاالكلام,,,مايكونكلامقال,هذاالكلام,هذاالكلام
,,,,,صدق,
,,,,,ليس,ليس
,صدق,,صدق,,,صدق
,,,,,يوجد,
,ان,,هوأبن,ان,ان,ان
,,,,,,قالوا
ابن,ابن,ابن,,ابن,ابن,ابن
اختك,اختك,اختك,اختك,اختك,اختك,اختك
فاضرببهالحائطوعلىالارضإِلقهِ_وعارفالامورالخفيةهوالله_فيجازيكلّواحدكاعمالهسوآءكانتصالحةاوطالحةوهويجازيككماانت,خذه,,ألعطه,خذه,خذه,فىالحايطالطعه
,,في,في,وفى,,
,,,,,,وفى
,,,الحايط,,,
,وفي,,وفي,,وفي,
,الارض,,الارض,الارض,الارض,الارض
,العطه,,أسفعهوالآنالله,العطه,التخهُومنحايطالىحايط,اسفقه
,,,,وفى,,
,ومنالحيط,,,,,
,,الحايط,,الحايط,,
,اخبطه,اخبطه_,,اخبطه,اخبطه_,
,يعنيانتيابني,اوفيالارضدوسهوبعدهذالمبقيتاكلمكابدًاوالرب,,وانتياابني,,
,والله,,,والله,,والله
,,,,الذى,,
,هو,,,هو,,هو
,عارف,,عارف,عالم,,عالم
,الخفيات,,الخفيات,الخفيات,,الخافيات
,ويجازي,,هويجازيالانسان,ويجازي,,ويجازي
,لكل,,,كل,,الكل
,انسان,,,انسان,,انسان
,مثل,,مثل,مثل,,مثل
,عمله,,فعلهوعملهإنخيروأنشر,مافعل,,عمله
,هو,,,,,انخيرًوانشرً
,,,وهو,وهو,,وهو
,,,الاله,_بينى,,حاكم
,يحكم,يحكم,يحكم,,,
,بيني,بيني,بيني,,,بيني
,وبينك,وبينك_,وبينك,وبينك,,وبينك
,واناما,,ويكافيكمثلما,واناما,,واناما
,بقيت,,,بقيتوا,,بقيت
,اقوللك,,,اقوللك,,اقوللك
,شي,,,شي,,شيًاخر
,الربيكافيكمثلما,,,الربيكافيكمثلما,,الربيكافيكمثلما
تستحق,تستحق,,تستحق,تستحق,,تستحق
امّاانافانّيمذالآنلستاقولبعدلكشيئًا,,,,,,
