162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܗܐܢܕܢܒܪܗ܂ܕܐܦ,,,ܢܕܢܒܪܗ,,,ܢܕܢܒܪܗ,ܢܕܢܒܪܗ
,,,,ܗَܘ,,,ܕܗܘ,ܗܘ
,,,,ܝܠܦܣܦܪܐ,,,ܝܠܦܣܦܪܐ,ܝܠܦܣܦܪܐ
,,,,ܕܝܠܗ܆ܘܗܘ,,,ܕܝܠܗ,ܕܝܠܗ܆ܘܗܘ
,ܗܘ,,,ܚܟܡܬܗ,,,ܗܘ,ܚܟ̱ܡܬܗ
,ܝܠܝܦܣܦܪܗܘܚܟܡ̱ܬܗ܂ܘܟܕܗܠܝܢܫܡܥܢܕܢܒܪܝ܂ܩܥܐ,,,ܝܕܥ܆ܗܘ,,,ܕܚܟ̱ܡܬܗܝܕܥ܂܂ܗ̄ܘ,ܝܕܥ܆ܗܘ
,,,,ܢܐܙܠ,,,ܢܐܙܠ,ܢܐܙܠ
,,,,ܢܫܪܐ,,,ܢܫܪ̈ܐܠܨ̈ܒܘܬܐ,ܘܢܫܪܐ
,,,,ܠܨܒܘܬܐ,,,,ܠܨܒܘܬܐ
,,,,ܗܕܐ܇,,,ܗܕܐ܂,ܗܕܐ܂
,,,,ܟܕܐܬܩܪܝ,,,ܟܕܩܪܐ܂,ܟܕܐܬܩܪܝ
,,,,ܢܕܢ,,,ܢܕܢ,ܢܕܢ
,ܩܕܡܡܠܟܐ,,,ܩܕܡܡܠܟܐ,,,ܩܕܡܡܠܟܐ,ܩܕܡܡܠܟܐ
,ܘܐܡܪ܂,,,ܘܫܡܥ,,,ܘܫܡܥ,ܘܫܡܥ
,,,,ܩܠܗ܆,,,ܩܠܗ,ܩܠܗ܆
,,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܟܕܫܡܥܢܕܢܡܠ̈ܐ,,,ܪܗܛ,ܟܕܫܡܥܢܕܢܡܠ̈ܐ
,,,,ܗܠܝܢ܆ܩܠܐ,,,,ܗܠܝܢ܂ܩܢܐ
,,,,ܒܩܠܐܪܡܐ,,,,ܒܩܠܐܪܡܐ
,,,,ܩܕܡܡܠܟܐ,,,ܩܕܡܡܠܟܐ,ܩܕܡܡܠܟܐ
,,,,ܘܐܡܪ܆,,,ܘܐܡܪܠܡܠܟܐ,ܘܐܡܪ܂
,ܐܠܗ̈ܐܠܐ,,,ܐܠܗ̈ܐܠܐ,,,ܐܠܗ̈ܐܠܐ,ܐܠܗ̈ܐܠܐ
,ܡܫܟܚܝܢ,,,ܡܫܟܚܝܢ,,,ܡܫܟ̈ܚܝܢ,ܡܫܟܚܝܢ
,,,,ܠܡܥܒܕ,,,ܠܡܥܒܕ,ܠܡܥܒܕ
,ܨܒܘ̈ܬܐ,,,ܨܒܘ̈ܬܐ,,,ܨܒܘܬܐ,ܨܒܘܬ̈ܐ
,ܕܐܝܟܗܠܝܢ,,,ܕܐܝܟܗܠܝܢ,,,ܕܐܝܟܗܠܝܢ,ܕܐܝܟܗܠܝܢ
,ܠܡܥܒܕ܂ܫܒܘܩ,,,ܐܝܟܢܐ,,,ܐܝܟܢܐ,ܐܝܟܢܐ
,ܒܢܝ̈ܢܫܐ܂ܘܟܕܗܠܝܢܫܡܥܡܠܟܐ,,,ܒܢܝ̈ܐَܢܫܐ܆,,,ܒܢܝܢ̈ܫܐ܂,ܒܢܝ̈ܢܫܐ܂ܘܟܕܗܠܝܢܫܡܥܡܠܟܐ
,ܣܓܝܐܬܬܥܝܩ܂,,,ܘܟܕܗܠܝܢܫܡܥܡܠܟܐܣܓܝ,,,ܘܟܕܗܠܝܢܫܡܥܡܠܟܐܣܓܝ,ܘܣܓܝ
,,,,ܩܨܦ܆,,,ܩܨܦ,ܩܨܦ
,,,,,,,,܆
,,,,ܘܟܪܝܬܠܗ,,,ܘܟܪܝܬܠܗ,ܘܟܪܝܬܠܗ
,ܘܢܚܬܡܢ,,,ܘܢܚܬܡܢ,,,ܘܢܚܬܡܢ,ܘܢܚܬܡܢ
,ܟܘܪܣܝܗ,,,ܟܘܪܣܝܗ܆,,,ܟܘܪܣܝܗ܂,ܟܘܪܣܝܗ܆
,ܘܥܠ,,,ܘܥܠ,,,ܘܥܠ,ܘܥܠ
,ܐܪܥܐܝܬܒ܂,,,ܣܩܐܝܬܒ,,,ܣܩܐܝܬܒ,ܣܩܐܝܬܒ
,,,,ܘܒܟܐ܆,,,ܘܒܟܐܘܟܕܒܟܐ,ܘܒܟܐ܂
,ܘܗܟܢܐ,,,ܘܟܕܗܘܗܟܢܐܐܡܪ,,,ܘܗܟܢܐ,ܘܟܕܗܘܗܟܢܐܐܡܪ
,ܐܡܪ܂ܚܒܠܟܐܚܝܩܪܚܟܝܡܐܕܒܡ̈ܠܝ,,,ܗَܘܐ܂,,,ܐܡܪܗ̄ܘܐ,ܗ̄ܘܐ܂
,,,,ܚܒܠܟ,,,ܚܒܠܟ,ܚܒܠܟ
,,,,,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,,,,ܣܦܪܐ,,,ܣܦܪܐ,ܣܦܪܐ
,,,,ܐܚܝܩܪ,,,ܘܚܟܝܡܐ܂ܕܒܡܠܝ̈,
,,,,ܘܚܟܝܡܐ,,,,ܘܚܟܝܡܐ
,,,,ܕܒܡܠ̈ܝ,,,,ܕܒܡܠܝ̈ܛܠܝܐܐܘܒܕܬܟ܆
,ܛܠܝܐ,,,ܛܠܝܐ,,,ܛܠܝܐ,
,ܐܘܒܕܬܟ܂,,,ܐܘܒܕܬܟ܆ܘܐܢܫ,,,ܐܘܒܕܬܟ,
,,,,,,,ܘܐ̄ܢܫ,ܘܐ̄ܢܫ
,,,,ܐܟܘܬܟܠܝܬ,,,ܐܟܘܬܟܠܝܬ,ܐܟܘܬܟܠܝܬ
,,,,ܠܝ܆,,,ܠܝ,ܠܝ܂
,ܡܢܕܝܢ,,,ܡܢܕܝܢ,,,ܡܢܕܝܢ,ܡܢܕܝܢ
,ܝܗ̄ܒܟܠܝ,,,ܝܗܒܟܠܝܕܦܪܩܬܟ,,,ܝܗ̄ܒܟܠܝ,ܝܗܒܟܠܝܕܦܪܩܬܟ
,ܒܙܒܢܐܗܢܐ܂,,,,,,ܝܘܡܢܐ܂ܘܦܪܩܬܟ,ܒܡܬܩ܆ܠܟ
,ܒܡܬܩܠܟ,,,ܒܡܬܩܠܟ,,,ܒܡܬܩܠܟ,
,ܕܗܒܐܝܗܒܗ̄ܘܝܬܠܗ܂ܘܟܕ,,,ܕܗܒܐ܆,,,ܕܗܘܐܟܕܢܘܕܥ,
,,,,,,,ܢܒܘܣܡܟ,
,,,,ܗܝܕܝܢܟܕܫܡܥ,,,,
,,,,ܢܒܘܣܡܟ,,,,
,,,,,,,ܠܡܠܟܐܡܛܠܐܚܝܩܪܣܦܪܐ܂,
,,,,,,,ܗܝܕܝܢܟܕܫܡܥ,
,,,,ܡܠ̈ܐ,,,,
,,,,,,,ܡ̈ܠܐ,
,,,,ܕܐܝܟ,,,ܕܐܝܟ,
,ܗܠܝܢ,,,ܗܠܝܢ,,,ܗܠܝܢ,
,ܫܡܥܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܉ܩܕܡܘܗܝܕܡܠܟܐܢܦܠ܂ܘܐܡܪ,,,ܡܠܟܐ,,,ܡܢܡܠܟܐ܂,ܡܢܡܠܟܐ܂
,,,,ܢܦܠܥܠ,,,ܢܦܠܥܠ,ܢܦܠܥܠ
,ܠܗ܂,,,,,,,
,ܡܪܝܡܠܟܐܡܢܕܦܘܩܕܢܐ,,,ܐܦܘ̈ܗܝ,,,ܐܦܘܗ̈ܝ,ܐܦܘ̈ܗܝ
,,,,ܘܣܓܕ,,,ܘܣܓܕ,ܘܣܓܕ
,,,,,,,,ܠܗ܂
,,,,ܠܗ܆,,,ܠܗ,
,,,,ܘܐܡܪܡܠܟܐ,,,ܘܐܡܪܡܠܟܐ,ܘܐܡܪܡܠܟܐ
,,,,,,,,ܕܗܒܐ܂ܗܝܕܝܢܟܕܫܡܥܢܒܘܣܡܟܡܠ̈ܐܕܐܝܟܗܠܝܢ
,,,,ܠܥܠܡ,,,ܠܥܠܡ,ܠܥܠܡ
,,,,ܚܝ,,,ܚܝ,ܚܝܝ
,,,,ܕܡܢܕܝܢ,,,ܕܡܢܕܝܢ,ܕܡܢܕܝܢ
,,,,ܕܡܠܬܐ,,,ܕܡܑܬܐ,ܕܡܠܬܐ
,ܕܡܪܗ,,,ܕܡܪܗ,,,ܕܡܪܗ,ܕܡܪܗ
,ܫܐܛ,,,ܫܐܛ,,,ܫܢܛ,ܫܐܛ
,ܡܘܬܐ,,,ܡܘܬܐ,,,ܡܘܬܐ,ܡܘܬܐ
,ܚܝܒ܂,,,ܚܝܒ܆,,,ܚܝܒ܂,ܚܝܒ܂
,ܘܐܢܐ,,,ܘܐܢܐ,,,ܘܐܢܐ,ܘܐܢܐ
,ܡܪܝܦܘܩܕܢܐ,,,ܕܡܠܬ,,,ܕܡܠܬ,ܕܡܠܬ
,ܕܡܠܟܘܬܟ,,,ܕܡܠܟܘܬܟ,,,܂܂܂܂܂,
,,,,ܫܛܬ܆,,,ܡܠܟܘܬܟ,ܡܠܟܘܬܟ
,ܫܛܬ܂,,,,,,ܫܛܬ,ܫܛܬ܂
,ܦܩܘܕ,,,ܦܩܘܕ,,,ܦܩܘܕ,ܦܩܘܕ
,ܕܙܩܦܝܢܠܝ܂,,,ܙܩܦܝܢܠܝܥܠ,,,ܙܩܦܝܢܠܝܥܠ,ܙܩܦܝܢܠܝܥܠ
,,,,ܩܝܣܐ܆,,,ܩܝܣܐ܂,ܩܝܣܐ܂
,ܡܛܠܕܐܚܝܩܪ,,,ܡܛܠܕܐܚܝܩܪ,,,ܡܛܠܕܐܚܝܩܪ,ܡܛܠܕܐܚܝܩܪ
,ܗܘ,,,,,,ܕܦܩܕ,
,,,,ܕܦܩܕܬ,,,,ܕܦܩܕܬ
,ܕܦܩܕܬ,,,,,,,
,,,,ܠܝ,,,ܠܝ,ܠܝ
,ܠܡܩܛܠܗ܉ܥܕܟܝܠ,,,ܕܐܩܛܠܝܘܗܝ,,,ܕܐܩܛܠܝܘܗܝ,ܕܬܩܛܠܝܘ܆ܗܝ
,,,,ܐܝܬܘܗܝ,,,ܐܝܬܘܗܝ,ܐܝܬܘܗܝ
,ܒܚܝ̈ܐ,,,ܒܚܝ̈ܐ,,,ܒܚ̈ܝܐܟܕܡܦܢܐܡܠܟܐ,ܒܚܝ̈ܐ܂
,ܐܝܬܘܗܝ܂ܘܟܕܗܠܝܢܫܡܥܡܠܟܐ܂,,,ܗܝܕܝܢܥܢܐܡܠܟܐ,,,,
,,,,ܠܢܒܘܣܡܟ,,,ܠܢܒܘܣܡܟ,
,,,,ܡܛܠܡ̈ܠܐ܆ܢܒܘܣܡܟ,,,ܥܠܡܡܠܠܗ܂,
,,,,,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܥܢܐ,,,,,,ܥܢܐ,ܥܢܐ
,ܘܐܡܪ܂ܡܠܠܡܠܠܝܒܘܣܡܟ܂,,,,,,ܡܠܟܐܘܐܡܪܠܢܒܘܣܡܟ,ܡܠܟܐܘܐܡܪܠܢܒܘܣܡܟ
,ܡܠܠ,,,,,,ܡܠܠ,ܡܛܠܡ̈ܠܐ܂ܢܒܘܣܡܟ
,,,,,,,ܢܒܘܣـܡܟܡܛܠ,
,ܓܒܪܐ,,,ܓܒܪܐ,,,ܓܒܪܐ,ܓܒܪܐ
,ܟܫܝܪܐܘܛܒܐ,,,ܛܒܐ,,,ܛܒܐ,ܛܒܐ
,,,,ܘܙܕܝܩܐ܆,,,ܘܙܕܝܩܐ,ܘܙܕܝܩܐ܇
,ܕܒܝܫܬܐ,,,ܒܝܫܬܐ,,,ܕܒܝܫܬܐ,ܒܝܫܬܐ
,ܠܐ,,,ܠܐ,,,ܠܐ,ܠܐ
,ܝܕܥ܂,,,ܥܒܕܬܐܠܐܐܝܟܢܐܕܐܝܟܕܐܡܪܬ,,,ܥܒܕܬ܂,ܥܒܕܬܐܠܐܐܝܟܢܐܕܐܝܟܕܐܡܪܬ
,ܐܢ,,,,,,ܐܢ,ܐܝܬܘܗܝ܂ܘܬܚܘܝܢܝ
,,,,,,,ܐܒܥܐ,
,ܐܝܟ,,,,,,ܐܝܟ,
,ܕܐܡܪܐܢܬܐܝܬܝܗ܂,,,,,,ܕܐܡܪܬ܂,
,,,,ܐܝܬܘܗܝ,,,ܐܝܬܘܗܝ,
,ܘܬܚܘܝܢܝ,,,ܘܬܚܘܝܢܝ,,,ܘܬܚܘܝܢܝ,
,ܐܚܝܩܪ,,,ܐܚܝܩܪ,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,ܒܚܝ̈ܐ܂,,,ܒܚܝ̈ܐ܆ܡܘ̈ܗܒܬܐ,,,ܒܚܝ̈ܐ,ܒܚܝ̈ܐ܂
,ܡܘܗ̈ܒܬܐ,,,,,,ܡܘܗ̈ܒܬܐ,ܡܘܗܒ̈ܬܐ
,,,,ܪܘܪ̈ܒܬܐ,,,ܪܘܪܒܬܐ,ܪܘܪ̈ܒܬܐ
,ܐܬܠ,,,ܐܬܠ,,,ܐܬܠ,ܐܬܠ
,ܠܟ܂ܟܣܦܐܡܬܩܠܡܐܐܟܟܪ̈ܝܢ܂ܘܐܪ̈ܓܘܢܐܡܬܩܠܚܡܫܝܢ,,,ܠܟ,,,ܠܢ,ܠܟ
,,,,ܪ̈ܒܘܟܟܪ̈ܝܢ܆,,,ܪܒܘ,ܪܒܘ
,ܟܟܪ̈ܝܢ܂,,,,,,ܟܟܪ̈ܝܢܡܢ,ܟܟܪ̈ܝܢ܂
,ܐܡܪܠܗܝܒܘܣܡܟ܂ܝܡܝܠܝܡܪܝܡܠܟܐ܁ܕܐܢܚܛܗ̈ܐܐ̄ܚܪ̈ܢܐܠܐܢܗܘܘܢ,,,ܘܡܢ,,,,ܘܡܢ
,,,,ܠܒܘ̈ܫܐܕܐܪَܓܘܢܐ,,,ܠܒܘܫ̈ܐ,ܠܒܘܫ̈ܐ
,,,,,,,ܕܐܪܓܘܢܐ,ܕܐܪ̈ܓܘܢܐ
,,,,ܡܐܐ,,,ܡܐܐ,ܡܐܐ
,,,,ܠܒܘܫܝ̈ܢ܆,,,ܠܒܘܫܝ̈ܢ܂,ܠܒܘܫ̈ܝܟ܂
,,,,ܘܟܕܫܡܥܢܒܘܣܡܟܡܢ,,,ܘܟܕܫܡܥܢܒܘܣܡܟܡܢ,ܘܟܕܫܡܥܢܒܘܣܡܟܡܢ
,,,,ܡܠܟܐ܆,,,ܡܠܟܐ܂,ܡܠܟܐ܂
,,,,ܫܪܝܕܢܐܡܪ,,,ܫܪܝܕܢܐܡܪ,ܫܪܝܕܢܐܡܪ
,,,,ܠܗ܆,,,ܠܗ܂,ܠܗ
,,,,ܚܕܐ,,,ܚܕܐ,ܚܕܐ
,,,,ܒܥܐ,,,ܒܥܬܐܡܢܡܪܝܡܠܟܐ,ܒܥܐ
,,,,ܐَܢܐ,,,,ܐ̄ܢܐ
,,,,ܡܢܡܪܝܡܠܟܐ܆,,,,ܡܢܡܪܝܡܠܟܐ܆
,,,,ܕܢܐܡܐ,,,ܕܢܐܡܐ,ܕܢܐܡܐ
,ܠܝ,,,ܠܝ,,,ܠܝ,ܠܝ
,ܩܕܡܝܟ܂ܗܕܐ,,,ܕܠܐܢܬܕܟܪ,,,,ܕܠܐܢܬܕܟܪ
,ܠܐܬܬܕܟܪ,,,,,,ܠܐܬܬܕܟܪ,
,ܠܝ܂ܘܝܗ̄ܒ,,,ܠܝܣܟܠܘܬܐ,,,ܠܝܣܟܠܘܬܐ,ܠܝܣܟܠܘܬܐ
,,,,ܗܕܐ܆ܘܐܟܬܐܠܐܬܐܚܘܒܥܠܝ܆,,,ܗܕܐܘܐܪܥܬܐ,ܗܕܐ܂ܘܐܟܬܐ
,,,,,,,ܠܐܬܐܚܘܕ,ܠܐܬܐܚܘܕ
,,,,,,,ܥܠܝ,ܥܠܝ܂
,,,,ܘܡܠܟܐܥܠ,,,ܘܡܠܟܐܥܠ,ܘܡܠܟܐܥܠ
,,,,ܗܕܐ,,,,ܗܕܐ
,,,,ܚܕܝܐܝܬܝܡܐ,,,ܚܕܝܐܝܬܝܡܐ,ܚܕܝܐܝܬܝܡܐ
,ܠܗ,,,ܠܗ܆,,,ܠܗ,ܠܗ܂
,ܝܡܝܢܐܥܠܗܕܐ܂ܘܒܗܒܫܥܬܐ,,,ܗܝܕܝܢܢܒܘܣܡܟ,,,ܟܕܦܬܚܒܐܦܝ̈ܐܚܝܩܪܣܦܪܐ܂ܗܝܕܝܢ܂ܢܒܘܣܡܟ܂,ܗܝܕܝܢܢܒܘܣܡܟ
,,,,ܒܗܒܫܥܬܐܥܠܡܪܟܒܬܐ,,,ܒܗܒܫܥܬܐܥܠܡܪܟܒܬܐ,ܒܗܒܫܥܬܐܥܠܡܪܟܒܬܐ
,ܝܬܒ,,,ܝܬܒ܆,,,ܝܬܒ,ܝܬܒ܂
,ܡܠܟܐܥܠܡܪܟܒܬܐ܂ܘܩܠܝܠܐܝܬ,,,ܘܐܝܟܪܘܚܐ,,,ܘܐܝܟܪܘܚܐ,ܘܐܝܟܪܘܚܐ
,,,,ܕܢܫܒܐ,,,ܕܢܫܒܐ,ܢܫܒܐ
,ܡܛܐܠܘܬܝ܂ܘܦܬܚ,,,ܡܛܐܠܘܬܝ܆,,,ܡܛܠܠܘܬܝ,ܡܛܐܠܘܬܝ܂ܘܦܬܚ
,ܒ̈ܐܦܝܘܣܠܩܬ܂ܘܐܬܝܬܢܦܠܬܩܕܡܡܠܟܐ܂,,,ܘܦܬܚܒܐܦܝ̈,,,ܘܦܬܚܒܐܦܝ̈,ܒܐܦ̈ܝ
,,,,ܘܣܠܩܬ܆,,,ܘܣܠܩܬ,ܘܣܠܩܬ܆
,,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,,,,ܕܒܐܠܗܐ,,,ܕܒܐܠܗܐ,ܒܐܠܗܐ
,,,,ܣܒܪܬܠܐ,,,ܣܒܪܬܠܐ,ܣܒܪܬܠܐ
,,,,ܒܗܬܬ܆,,,ܒܗܬܬ܂ܟܕܐܝܬܝܢܒܘܣܡܟܠܐܚܝܩܪܠܘܬܡܠܟܐ܂,ܒܗܬܬ܆
,,,,ܗܝܕܝܢܐܢܐܐܚܝܩܪܩܕܡܡܠܟܐ,,,ܗܝܕܝܢܐܢܐܐܚܝܩܪܩܕܡܡܠܟܐ,ܗܝܕܝܢܐܢܐܐܚܝܩܪܩܕܡܡܠܟܐ
,,,,ܢܦܠܬ,,,ܥܠܐܦܝ̈ܢܦܠܬ܂,ܢܦܠܬ
,ܟܕܣܥܪܐ,,,ܟܕܣܥܪܐ,,,ܟܕܣܥܪܐ,ܟܕܣܥܪܐ
,ܕܪܫܝܪܡܐܥܠܟܬ̈ܦܬܝ܂,,,ܕܝܠܝܥܠ,,,ܕܝܠܝܥܠ,ܕܝܠܝܥܠ
,,,,ܟܬܦ̈ܬܝ,,,ܟܬܦܬܝ̈,ܟܬܦܬ̈ܝ
,,,,ܢܚܬ,,,ܢܚܬ,ܢܚܬ
,,,,ܗَܘܐ܆,,,ܗܘܐ܂ܕܘܥܝ,ܗ̄ܘܝܬ܂
,ܘܕܩܢܝ,,,ܘܕܩܢܝ,,,,ܘܕܩܢܝ
,,,,ܠܫܢܕܝܡܛܐ܆,,,,ܠܚܕܝܡܛܐ܂
,ܡܛܐ,,,,,,,
,ܠܚܕܝܝ܂,,,ܡܛܠܕܓܘܫܡܝ,,,ܠܚܕܝܝ܂,ܡܛܠܕܓܘܫܡܝ
,,,,,,,ܡܛܐ,
,ܘܓܘܫܡܝ,,,,,,ܘܓܘܫܡܝ,
,,,,ܒܥܦܪܐ,,,ܒܥܦܪܐ,ܒܥܦܪܐ
,ܡܚܒܠ,,,ܡܚܒܠ܆,,,ܡܚܒܠ,ܡܚܒܠ܂ܘܛܒܪ̈ܝܐܪ̈ܥܢ
,ܒܥܦܪܐ܂,,,,,,ܘܛܦܪܬܝܐܪܝܟܢܐܝܟܕܢܫܪܐ,
,ܘܛܦܪ̈ܝ,,,ܘܛܦܪ̈ܝ,,,,
,ܐܪܝܟܝܢ,,,ܐܪ̈ܝܟܢ,,,,
,ܐܝܟ,,,ܐܝܟ,,,,ܐܝܟ
,ܕܢܫܪܐ܂,,,ܕܢܫܪܐ܆,,,,ܕܢܫܪܐ܂
,ܘܟܕ,,,ܘܟܕ,,,ܘܟܕ,ܘܟܕ
,ܚܙܢܝ,,,ܚܙܢܝ,,,ܚܙܝ,ܚܕܢܝ
,ܡܠܟܐ,,,ܡܠܟܐܣܓܝ,,,ܡܠܟܐܣܓܝ,ܡܠܟܐܣܓܝ
,ܒܟܐ܂,,,ܒܟܐ,,,ܒܟܐ,ܒܟܐ܂
,ܘܒܗܬܗ̄ܘܐܕܢܡܠܠܥܡܝ܂ܘܒܚܫܐܪܒܐܐܡܪܠܝ܂ܐܚܝܩܪܠܘ,,,ܘܟܕܒܟܐܒܚܫܐ,,,ܘܟܕܒܟܐܒܚܫܐ,ܘܟܕܒܟܐܒܚܫܐ
,,,,ܐܡܪܠܝ,,,,ܐܡܪܠܝ
,,,,ܐܘ,,,ܐܘ,ܐܘ
,,,,ܐܚܝܩܪ,,,ܐܚܝܩܪ܂,ܐܚܝܩܪ
,ܐܢܐ,,,ܐܢܐ,,,ܐܢܐ,ܐܢܐ
,,,,ܠܐ,,,ܠܐ,ܠܐ
,ܚܛܝܬ,,,ܚܛܝܬ,,,ܚܛܝܬ,ܚܛܝܬ
,ܒܟ܂,,,ܠܟ܆,,,ܒܟ,ܒܟ܂
,ܐܠܐ,,,ܐܠܐ,,,ܐܠܐ,ܐܠܐ
,ܒܪܟ,,,ܒܪܐ,,,ܒܪܐ,ܒܐ
,ܗܘ,,,ܗܘ,,,ܗܘ,ܗܘ
,ܕܪܒܝܬ,,,ܕܪܒܝܬܗ,,,ܕܪܒܝܬܗ,ܕܪܒܝܬܗ
,ܗܘܚܛܐ,,,ܗܘܚܛܐ,,,ܗܘܚܛܐ,ܗܘܚܛܐ
,ܒܟ܂,,,ܒܟ܆,,,ܒܟ܂,ܒܟ܂
,,,,,,,ܟܕܡܦܥܐܐܚܝܩܪܦܬܓܡܐ,
,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ,,,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ,,,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ
,ܠܗ܂ܡܟܝܠ,,,ܠܡܠܟܐ,,,ܠܡܠܟܐ,ܠܡܠܟܐ܆
,ܡܪܝ,,,ܡܪܝ܆,,,ܡܪܝ,ܡܪܝ
,,,,ܗܫܐ,,,ܗܫܐ,ܗܫܐ
,ܕܐܦܝ̈ܟ,,,ܕܐܦܝ̈ܟ,,,ܕܐܦܝ̈ܟ,ܕܐܦܝ̈ܟ
,ܚܙܝܬ܂,,,ܚܙܝܬ܆,,,ܚܙܝܬ,ܚܙܝܬ܆
,,,,ܠܐܗܘܢܝ,,,ܠܐܗܘܢܝ,ܠܐܗܘܢܝ
,ܡܕܡ,,,ܡܕܡ,,,ܡܕܡ,ܡܕܡܕܕܒܝܫ܂
,ܕܒܝܫܠܐܗܘܢܝ܂ܘܐܡܪܠܝܡܠܟܐ܂,,,ܕܒܝܫ܇,,,ܕܒܝܫ܂ܗܝܕܝܢܥܢܐܡܠܟܐܐܡܪܠܝ,
,,,,ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪ,,,,ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪ
,,,,ܠܝ,,,,ܠܝ܂
,ܙܠ,,,ܙܠ,,,ܙܠ,ܙܠ
,ܠܒܝܬܟ,,,ܠܒܝܬܟ܆ܣܦܪ,,,ܠܒܝܬܟ,ܠܒܝܬܟ܆ܣܦܪ
,ܐܚܝܩܪ,,,ܣܢܪܟ܆,,,,
,ܘܣܦܪ,,,,,,ܘܣܦܪ,
,ܣܥܪܟ܂,,,,,,ܣܥܪܟ܂,ܣܥܪܟ܂
,ܘܐܣܚܐ,,,ܘܐܣܚܐ,,,ܘܐܣܚܐ,ܘܐܣܚܐ
,ܓܘܫܡܟ܂,,,ܓܘܫܡܟ,,,ܓܘܫܡܟ,ܓܘܫܡܟ
,,,,ܒܡܝ̈ܐ܆,,,ܒܡܝܐ,ܒܡܝ̈ܐ܂
,ܘܬܥܘܠܒܟ,,,ܘܬܥܘܠܒܟ,,,ܘܬܥܘܠܒܟ,ܘܬܥܘܠܒܟ
,ܢܦܫܟ܉,,,ܢܦܫܟ,,,ܢܦ̮ܫܟ,ܢܦ̮ܫܟ
,ܐܪܒܥܝܢ,,,ܐܪܒܥܝܢ,,,ܐܪܒܥܝܢ,ܐܪܒܥܝܢ
,ܝܘܡ̈ܝܢ܂ܘܒܬܪܟܢܬܐܠܘܬܝ܂ܗܝܕܝܢܥܠܬ,,,ܝܘܡܝ̈ܢ܆,,,ܝܘܡܝܢ,ܝܘܡܝ̈ܢ܂
,,,,ܘܒܬܪܟܢܬܐܬܐ,,,ܘܒܬܪܟܢܬܐܬܐ,ܘܒܬܪܟܢܬܐܬܐ
,,,,ܠܘܬܝ܇,,,ܠܘܬܝ,ܠܘܬܝ܂
,,,,ܗܝܕܝܢܐܙܠܬ,,,ܗܝܕܝܢܐܙܠܬ,ܗܝܕܝܢܐܙܠܬ
,ܠܒܝܬܝ,,,ܠܒܝܬܝ܆,,,ܠܒܝܬܝ,ܠܒܝܬܝ܂ܘܥܒܕܬ
,ܘܗܘܝܬܒܒܝܬܝܐܝܟܬܠܬܝܢܝܘܡ̈ܝܢ܂,,,ܘܥܒܕܬ,,,ܘܥܒܕܬ,
,,,,ܐܝܟܕܦܩܕ,,,ܐܝܟܕܦܩܕ,ܐܝܟܕܦܩܕ
,,,,ܠܝܡܪܝ,,,ܡܪܝܡܠܟܐ,ܠܝܡܪܝ
,,,,ܡܠܟܐ܆,,,,ܡܠܟܐ܂
,,,,ܝܬܒܬ,,,ܝܬܒܬ,ܝܬܒܬ
,,,,ܝܘ̈ܡܬܐܥܣܪܝܢ܆ܘܟܕܬܩܢܬـ,,,ܘܡ̈ܬܐܥܣܪܝܢ,ܝܘܡ̈ܬܐܥܣܪܝܢ܂
,ܘܟܕܬܩܢܬ,,,,,,ܘܟܕܬܩܢܬ,ܘܟܕܬܩܢܬ
,ܢܦܫܝ,,,ܢܦܫܝ,,,ܢܦܫܝ,ܢܦܫܝ
,ܥܠܝ܂,,,ܥܠܝ܆,,,ܥܠܝ,ܥܠܝ܆
,ܐܬܝܬ,,,ܐܬܝܬ,,,ܐܬܝܬ,ܐܬܝܬ
,ܠܘܬ,,,ܩܕܡ,,,ܩܕܡ,ܩܕܡ
,ܡܠܟܐ܂,,,ܡܠܟܐ܇,,,ܡܠܟܐܘܟܕܐܬܐ,ܡܠܟܐ܂
,ܘܥܢܐ,,,ܘܐܫܬܥܝܡܛܠ,,,,ܘܐܫܬܥܝܡܛܠ
,,,,,,,ܐܚܝܩܪ,
,,,,ܐܓܪܬܐ,,,ܠܘܬܡܠܟܐܡܢܒܬܪܡܦܩܬܗܕܡܢܚܒܘܫܝܐܘܐܫܬܥܝܠܗܡܛܠܐܓܪܬܐܕܫܠܚܠܗ,
,,,,,,,,ܕܫܠܚܘܠܗ
,ܡܠܟܐܘܐܡܪܠܝ܂,,,,,,,
,,,,ܕܫܠܚܘܠܗ,,,,
