Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,دينموجب,,,دينًامحقوقواجبًاموجوب,دينموجب,
,علىمصر,,,علىمصر,علىمصر,
,حتى,,,حتى,,
,توفيها,,,توفيه,,
,فلماسمعوا,,,فلماسمعوا,فلماسمعوا,
,هولايعجبوا,,,منيهولاىاتعجبواوحارتعقولهموبقى,هولاتعجبوا,
,وحارعقلهموثبت,,,,وحارعقلهم_وثبت,
,عليهم,,,عليهم,عليهم,
,هولاي,,,هذادين,,
,دينًا,,,,دينًا,
,حال,,,حال,حال,
,فقبلوابل,,,وقبلوهوبعدذالك,فقبلوا_بل,فقبلوابل
,اجاب,,,اجاب,اجاب,قال
,فرعون,,,فرعون,فرعون,فرعون
,الملك,,,الملك,,اريد
,وقاللييا,,,وقاللييا,وقاللييا,
,حيقر,,,حيقار,حيقار,
,اريدمنكحتى,,اريدمنكحتى,اريدمنكحتى,اريدمنكحتى,
,,,ان,,,ان
تبني,تبني,,تبني,تبني,تبني,تبني
ليقصرًا,ليمقصورةواحدهعجيبه,,لكليمقصورهعاليه,لىمقصوره,ليقصرًا,لىمقصوره
بينالسمآء,,,,تكون,واحدًاعجيبمفتخر,
,مفتخرهحتىاسكنها,,بينالسماء,مفتخرهحتىاسكنها,بينالسماء,
والارض,,,والأرضفقالحقار,انا,والارض_,
,وتكون,,,وتكون,,
,,,,مبنيه,,
,بينالسما,,,بينالسما,,بينالسما
,الىالارض,,,الىالارض,,والارض
ويكون,ويكون,,,ويكون,ويكون,
ارتفاعهالفيذراعفجاوبتهقائلًا(فقط)اطلبمنكانّي,علوها,,,علوها,علوه,
,منالارض,,,,منالارض,
,الفينذراع,,,الفينذراع,الفينذراع_,
,,,,منالارض,,
,فقلتله,,,فقلتله,فقلتله,فقلتله
,السمع,السمع,السمع,سمعًوطاعهولامركياسيَّدىالملكانا,السمع,السمع
,والطاعه,والطاعه,والطاعه,,والطاعةلامركياسيديالملك_,والطاعه
,لامرك,,أنا,,,ابنىلكبليكونواالبناينمنيوالفعولوالاَله
أبني,ياسيدي,ياسيدي_,أبني,,,
,ابني,ولكنالبنايينهموالمعلمين,,ابني,ابني,
لك,لك,,لك,لك,لك,
قصرًاحسبمااردّتوامرتنيلكنليكونعليكالجصّوالحجارةوالكلسومنّيالبنآؤنوالمهندسون_فاجابفرعونوقالليكنكذلكفاخرجتحالاًالنسرينمنالاقفاصواركبتالولدينعلىظهريهماوربطتامراسًافيارجلهمافطارالنسرانوالولدانصارخينوقائلينواصِلُونابالجص,مقصوره,,مقصوره,مقصورةًبينالسماوالارض,قصر,
,كما,,عاليهبينالسماءوالأرضمثلما,,كما,
,تريد,,تريد,,تريد,
,وتشتهي,,ولكنهيّيليالكلسوالحجر,,,
,بليا,,,بليا,بليا,
,سيدي,,,سيَّدىالملكتاامرالبنايَّينوالصناعيكونون,سيدي,
,البنايينوالاردخلهمني,منعندي_,,منعندي,اريدانيكونواالبنائينمني_,
,,والجص,,,والجص,
والكلس,والكلس,والكلس,,والكلس,والكلس,
,والجص,,,,,
,,والطين,والطين,,والطين,
,والطين,,,,,
والحجارة,,والحجاره,والفعلهوأناعنديمعلمينبنايينيبنونلككلما,والحجاره,والحجارة,
لانّ,والحجار,منعندكم_قالفرعونهكدا,,وسايرالاَلَهيكونون,,
,وباقيما,,,,وباقيما,
,تريد,,تريد,,يريدويلزميكون_منك_فقال,
,منك,,فهيَّاالملكجميعذلكومضواإلى,منك,,منك
,يكون,يكون_,,وفىالحال,,
,قال,,,,,قال
,فرعون,,,,فرعون,فرعون
,هكذىهو,,,,هكذايكون_,هكذايكون
,وفي,وفي,,,وفي,وفى
,الوقت,الوقت,,,الوقت,الوقت
,اخرجت,قامحيقارالحكيم_وخرجالي,,اخرجت,اخرجت,اخرجت
,النسرينمن,مكانواسع_,مكانواسع,النسرينمن,النسرينمن,النسوراوركبت
,,وفتح,ومضىحقاروغلمانهوأخذالنسورهوالصبيانمعهومضىالملكوغلمانهوجميعأكابرهواجتمعتالمدينهبأسرهاحتىينظرونمايصنعحقارعندذلكأخرجالصناديقوأخرجمنهمالنسورهوربط,,,
,الصناديق,الصناديق,,الصناديق,الصناديق,
,وعقدت,واخرجالنسوره_,,,وعقدت,
,الشرايطبارجلهموركّبت,وعقد,,وعقد,الشريطينبارجلهموركبتالصبيانعلىظهورهموطارواالنسرين,
,,الشراريطبارجلهم_وركّب,,الشرطفىرجليهموركبتواالصبيانعلىالنسوروربطتهموثيق,,
,الصبيان,الصبيان,الصبيان,,,الصبيان
,,,,علىظهورهم,,
,على,علي,على,وطيَّرت,,على
,ظهورهم,ظهورهم_,ظهورهم,,,ظهورهم
,,,,النسوره,,
,وربطتوهمجيدوطاروا,,وربطفيأرجلهمالشراريطوطلقهمإلىالجوّفأرتفعواحتى,,,وربطتوهمجيدوطاروا
,,,,والصبيان,,
,النسوره,,,,,
,,,,راكبينعلىظهورهموطارواوارتفعواحتىتعلواالىغايةالعلووصارواالصبيانيصيحون,,النسورا
,والصبيان,,,,والصبيان,والصبيان
,,,,,علىظهورهم,علىظهورهم
,وصعدوا,وصعدوا,,,وصعدوا,
,الى,اليالعلوَّعليطولالجبال_حتيما,,,الى,
,علو,بقوا,بقوا,,علوًا,
,مرتفعحتىماكان,,بينالسماءوالأرضوبدو,,مرتفعحتىماكان,
,يترايوا,يترايوا,,,يترايوا,
,لاحد,للناس_,,,للناس,
,وبدواالصبيان,وكانذلكقدامفرعونواكابره_فبدواالصبيانيصرخواويقولواوصَّلوالناجصوكلسوطينولبنوحجاره_لانالمعلمين,,,وبدواالصبيان,وبدواالصبيان
,والنسوره,,,,,
,يصرخون,,يصرخون,,يصرخون,يصرخون
,ويقولون,,قايلينوصلوالناطينوحجروكلسحتىنبنيقصرلفرعونالملكلأننابطَّالينواقفينفبهتواالجميعوتحيرالملكوأكابرهوبداحقاروغلمانهيضربونالفعلهويصرخواعلىجندالملكويقولونلهمقدّمواالمعليمنمايريدونولاتعوقوهمعنشغلهمفقاللهالملكأنتمجنونياحقارمنيقدريوصّلبقدر,ويقولون,ويقولون,ويقولون
,وصّلوالناجصوكلس,,,وصَّلوا,وصلوا,وصلوا
,,,,لنا,لنا,لنا
,,,,كلس,جصوكلسوطينوحجارة_,كلس
,,,,وحجاره,,
,وطين,,,وطين,,
,ولبنوحجارةلاناردخلةالملكقايمينبطالين,,,ولبن,,ولبن
,والبنايين,والبنايين,,لان,لان,لان
صناع,والفعولهيريدون,وقوف,,الصناعوالفعول,صناع,صناع
فرعونالملكوالفعلةواقفون,,,,,الملك,الملك
بطالين,,بطالين_,,,والبنايين,بطالين
_ويريدونانيبنون,,ويريدوا,,قايمين,قايمين,ليبنوامقصورهلفرعونفلمانظر
,,,,بطالينعجَّلوابهمحتى,بطالين_ويريدواان,
,يبنوا,يبنوا,,يبنوا,يبنوا,
قصرًالفرعونالملكبين,مقصوره,مقصوره,,مقصورةً,قصرًالفرعونالملكبين,
السمآءوالارضثمكانوايصرخونقائلين,لملكفرعون,للملكبينالسماوالارض_,,لملكفرعون,السماوالارض,
,فيالسما,,,بينالسماوالارضوصاروا,,
,وكانوا,وكانوا,,,وكانوا,
,,,,,ايضًا,
,ايضا,يقولون,,ايضا,,
,يقولون,ايضا_,,,يقولون,
,,,,يقولواياايَّها,,
,يا,يا,,,يا,
,ايها,ايها,,,ايُّها,
,الخدام,الخدام,,الخدام,الخدام,
امزجوالنا,امزجوالنا,امزجوالنا,,امزجوالنا,امزجوالنا,
خمرًاواعطونا,شراب,شراب,,خمرً,الشراب,
لنشرب,لنشرب,لنشرب,,لنشرب,لنشرب_,
ياايهاالمصريون_فلمّانظر,فلما,فلما,,فلما,فلما,
,راههولاي,نظر,,راواهولاى,رأواهولا,
فرعون,فرعون,فرعون,,فرعون,فرعون,فرعون
,,ذلك,,,,
واكابره,واكابره,واكابره,,واكابره,واكابره,واكابره
اندهشوامتعجبينكثيرًافاخذاحيقارعصًاوضرب,ذهلوا,دهلتعقولهم,,ذهلوا,حارةعقولهموتعجبوا,هذاالامرتعجبواواناحيقارضربتاجنادفرعونوقلتلهم
,,,,وقالواماهذاالعلموحارة,,
,عقولهم,,,عقولهم,,
,وفاقوا,,,وبهتواواغتمعوا,,
,وعجبوا,وعجبوا,,,,
,وخجلوا,وخجلوا_,,وخجلوا,وخجلوا_,
,واخذتاناحيقرعصايوبديت,فاخدحيقارالحكيمعصاهوبدايضرب,,فاخذتاناحيقارعصىوصرت,اخذتاناوعسكريعُصيوبيدنانضربالىاكابرهليوصلوا,
,اضرب,,,اضرب,,
,,اكابرفرعون,,,,
,,,,,حجارة_,
اكابرفرعون,اكابرفرعون,,,اكابرفرعون,,
,,ويقوللهمانالبنايينوقوفبطالين,,,وكلما,
حتى,ليوصلونحجارةوشي,اوصلوا,,حتى,,اوصلوا
يناولوا,,لهمالةًليبنواقصرالملكوزعقعليجماعتهليضربواجماعةفرعونبالعصي,,يوصّلوااليهمالحجارهوالكلسوكلشي,,اَله
حجارة,,,,,,
,يطلبون,,,يطلبون,يطلبون,
وكلسًاللبناين_ولمّاتضائقوامنالضرباتانهزموا,الصناع,,,الصناع,الصناع_,الصناع
,والاردخلهالذينهم,,,والبنايينالايدعوهم,والبنائينبطالينفضربناهم,فهربواغلمانفرعونكلهمفقالفرعونبَستجنياحيقار
,بطالينوزعقت,,,بطالينوزعقت,,
,علىالعسكر,,,اناحيقارفىالغلمان,,
,الذي,,,الذي,,
,كانوامعيليضربون,,,ليحتىيضربون,,
,اكابرفرعونبالعصى,,,اكابرفرعونبالعصى,,
,والمقارع,والمقارع_,,والمقارع,,
,ليصعدوا,ليصعدوا,,حتىيناولونالصناعوالبنايينحجارةً,,
,حجارة,حجارهوكلس,,,,
,وكلس,,,وكلس,,
,للبنايين,للبنايين,,وغيرهفعدموهمبالضربالشديد,,
,فعدمناهمفيالضرب,عنددلكانزعج,,,,
,حتىانقهروا,,,حتىانقهروا,حتىانقهروا,
,وانغلبوا,,,وانغلبوا,,
,مننا,,,,,
,وهربوامن,,,وهربوامن,وهربوامن,
,عندنا,,,هناك,عندنا,
,وتركوناوحودنا,,,وتركوناوحودنا,,
,ودخلوا,,,ومضوا,ودخلوا,
الى,الى,,,الى,,
بيوتهم_,بيوتهم,,,بيوتهم,بيوتهم_,
فقالاذذاكفرعونيااحيقارماذافعلتأانتمجنونمنيقدرانيوصّلمايقولونعنهالىعلّوالسمآءذاك_وبعدذلكقلتله,فانزعج,,,فانزعج,فانزعج,
,فرعونوقال,فرعونوقال,,فرعونوقال,فرعونوقال,
,انت,يا,,ليياحيقار,انت,
,ياحيقر,حيقار,,,حيقار,
,جنون,قد,,,جنون,
,,,,,قد,
,جنيت,جنيت,,جنيت,جنيت,
,من,وخرفت_منيقدر,,جنونًاعظيمفمن,من,من
,يقدر,,,يقدر,يقدر,يقدر
,,,,,,ان
,,يوصل,,يوصل,,يوصل
,,حجارةوكلسلهداالعلوَّ_فقاللهحيقار_,,الىهولاىالذينيطلبوناوانه,,فى
,يصعد,,,يصعد,يصعد,
,ويوصّل,,,الى,ويوصل,
,في,,,,في,
,هذا,,هذا,هذا,هذا,هذا
,العلو,,العلوا,العلوا,العلو,العلو
,والارتفاعشيويطلبونهولايقلت,,أونصفهفقاللهياسيديجماعتكهمالمجانون,العظيمويوصلاليهمفاجبتوقلت,شيئًايطلبونهولا_فقلتلهم,كلسولبنالذىيطلبونهولاىقلتلهانت
,له,,,له,,
,انتم,انتم,,انتم,انتم,
,,,,هم,,هم
,المجانين,المجانين,,المجانين,المجانين_,المجانين
,والولوسوالمخانيت,الخرفانين_,,المخروعينفالان,,
لوكان,لوكان,لوكان,لوكان,لوكان,لوكان,لوكان
مولايالملكاسرحدومموجودًاهاهنالَإِبْتَنَى,سيدي,سيدي,سيدي,سيدي,سيديسنحاريبههنا,سيدى
,الملك,الملك,,الملك,,
,سنحريب,سنحاريب,,سنحاريب,,
,هاهنا,_لكان,هاهنا,هاهنا,,هاهنا
,,,كان,,,
,,يبني,يبني,,,
,مقصورتين,مقصورتين,مقصورتين,مقصورتين,,مقصورتين
,بيومٍ,,,كانبنا,,كانبنا
بيوم,,بيوم,,بيوم,,بيوم
واحد,واحد,واحد,,واحد,,واحد
قصرين_,كانيقدريبنياجاب,اجابفرعونوقال_,,,قصرين,اجابفرعونوقال
ثمقالليفرعونامتنعالآنمنالبنآءواذهبالىبيتكونهاغدتعالالىعندي_فانطلقتحينئذٍ,,,,,كانقدبنا,
,,,فييومواحد,,فييومواحد,
,,,فقاللهفرعونامضيياحقارواستريحاليومفيمنزلكلقد,فاجاب,فاجاب,
,فرعونوقاللي,,,فرعونوقاللي,فرعونوقاللي,
,اعبر,اعبر,,قد,اعبر,اعبر
,الان,الان,عبرنا,عبرنا,الان,لانمنبنى
,من,من,عن,من,من,
,,,,,عن,
,بنيان,بنيان,,بنيان,بنيان,
,المقصورهما,القصر_,القصر,هذه,القصر,
,,فما,وغدًاتعالإليَّفمضى,المقصوره,مالناحاجةاليه,المقصوره
كما,بقي,بقي,كما,ومابقى,,بلقوللى
أمرني_ثمعُدتراجعًاالىعنده,لنا,لنا,أمرهالملكوحضرفيالصباحقدَّامهفقاللهفرعونياحقاركيفكبرخبرأحصان,لنا,,
,حاجتها,حاجه,,حاجه,,
,,فيها_وقدتبتعندي,,لهالقد,,
,ثبتعندنا,,,ثبتعندنا,ثبتعندنا,
,انك,انك,,انك,انك,
,تستطيع,اعطيتناالجواب_,,قادر,تقدر,
,تبنيمقاصير,,,تبنيمقاصير,تبنيمقاصير,
,كثيرين,,,كثيرولكن,كثيرة_,
,بل,بل,,,بل,
,امضي,امضي,,امضي,امضي,
,اليومالى,الي,,اليومالى,اليومالى,
,منزلك,منزلك_,,منزلك,منزلك,
,وبالغدي,وفيالغد,,وبكره,وبالغدتعالاليَّ_فقدمضيتُولمَّا,
,تعال,تعال,,تعال,,
,اليّ,الي,,الى,,
,,عندي_,,عندي,,
,فمضيت,عنددلكرجعكلشياليحاله_وقدزادعجبالمصريينمنذلك_فلماكانالغدمظاحيقارودخلاليالملك_فقاللهحيقار_,,فمضيت,,
,ولما,,,فىالحالالىمحلّىوعندالصباح,,
,كانالصبح,,,,كانالصبح,
,اتيت,,,اتيت,اتيت,
,ودخلت,,,ودخلت,,
,اليه,,,اليه,اليه_,
فقاللي,فقاللي,,,فقاللي,فقاللي,
,,,,,فرعون,
يا,يا,,,يا,يا,
احيقار,حيقر,,,حيقار,حيقار,
,قوللي,قوللي,,,,
كيف,كيف,كيفهداالامرَّ_,,كيف,كيف,كيف
هو,هوذا,,,هو,هو,هو
خبرحصانمولاكاسرحدوم_انّهيصهلفيآثورهناكفتسمعانّه,هذاالامر,,,هذاالامر,هذاالامر,هذاالامر
,انالفرس,انالفرس,,وقلتماهوياسيديقال,انالفرس,لان
,الفحلالذي,الدي,,,الفحلالذي,
,لسيدك,لسيدك,,,لسيدك,لسيدك
,سنحريب,سنحاريبالملك,,فرس,,فرس
,,,سيدك,سيدك,,فحل
,,يصهل,لأنهاذاأصهلفيآثورونينوىيسمعون,سنحاريبوحصانه,,يصهل
يصهلهناك,يصهلهناك,فياتورونينوا_ويسمعونكلنا,,يصهلهناك,يصهلهناك,
في,في,,,فىاتور,في,فىاتور
آثورفتسمعأفراسنا,اتورونينوا,,,ونينوىهذهخيولناتسمعصوتصهيله,اثورونينوى_,تطرححجورتى
,ويسمعوا,,,,ويسمعوا,
صوته,صوته,صوته,,,صوته,
وتُسقطهنا_وبعدذلكخرجتالىخارجفقبضتعلىثعلبمناحدالبساتينوصرتاجلدهامامفرعونذلكالثعلبالىانكانيصيحويشكو_فصرخاليّفرعونالملكوقالليلماذاانت,خيلنا,,خيلنا,,خيلنا,
,,,صوته,,,
,هاهنا,,,هاهنا,ههنا_يطرحون,هاهنا
,ويطرحون,هاهنافيطرحون,هاهنافيطرحون,وتطرح,,
,ما,مافيبطونهمفخرجحيقار,أولادهمفتركهحقارومضىفاخذسنورهوربطهاوبدايجلدهاجلد,ما,ما,
,فيبطونهم,,,فىبطونهاوفىالحالتركتهومضيتوامرتوالغلماني,فيبطونهم_,
,فتركتهوخرجت,,,,فتركتهوخرجت,فتركتهوخرجت
,منعنده,منعنده,,,منعنده_,امرتوالعبيدى
,وامرت,ومسكصنورهكبيرهوجلدهاوظربهاظربًعظيم_حتيكانتتصرخوتستغيت_فقاللهفرعونلمادا,,,فامرت,
,,,,,,انيمسكوا
,لعبيدي,,,,لعبيدي,لىسنور
,,,,,انيمسكوا,
,ومسكوا,,,ومسكوا,,
,ليسنورةواحده,,,سنَّوركبير,ليصنورةواحدةمنصنانيربيتفرعون_,
,من,,,من,,من
,سنانيربيتالملك,,,بعضالسنانيروامرتهم,,سنانيربيتالملك
,وامرتالعبيد,,,,وامرتالعبيد,وامرلعبيد
,وجلدوها,,,ان,ان,ان
,,,,يضربوهضربً,يجلدوها,يجلدوها
,جلدًا,,,,جلدًا,جلدًا
,شديد,,شديد,شديد,شديد_,عظيم
,حتى,,حتى,جدَّافعادةالسنورتصيحوتستغيثوتنوىجدَّا,حتى,
,,,,,,حتىسمعوا
,صرخت,,استغاثتوسمعواالمصريونودخلوأعلمواالملكفرعون,,صرخت,حسهااكثراهلالمصروعلموافرعون
,واستغاثتاصواتشديده,,,,صراخًاشديد_,
,,,,,حتىسمعوا,
,حتىسمعوا,,,حتىسمعوا,,
,المصريين,,,حسَّها,,
,,,,كلالمصريين,كلالمصريين,
,صوتها,,,,صوتها_,
,ودخلوااعلمواالملك,,,ودخلوااعلمواالملك,واعلموافرعون_,
,,,,فرعون,,
,,,,بذلك,,
,فدعاني,,فدعاني,فدعاني,فدعاني,فدعاني
,فرعون,,,,فرعون,فرعون
,,,وقاللي,وقاللي,,
,وقال,,علىأيش,ياحيقار,وقال,وقال
,لي,,,,لي,
,علىايش,,,علىايش,لايسببتجلدواهذهالصنورة_فقلتلهياسيديالملكانَّاسيَّةكبيرةعملتهذهالمفسودة,علىايش
تجلد,تجلد,تجلد,تجلد,تجلد,,تجلد
هذا,هذه,هدهالصنورهياحيقار_ايشاساتاليك_فقال,هذه,هذا,,هذه
الثعلبفقلتعلىالفورلفرعونالملك_لانّهذاقدأضرَّ,السنورة,,السنورهقلتلهياسيدياسايةأسيتكبيرهقدفعلت,السنور,,السنور
بي,قلت,,بي,فقلتلهياسيَّديذنب,,قلت
ضررًاعظيمًايامولايلانّه,له,له_,,,,له
,,,,عظيم,,
,ياسيدي,ياسيدي,,اذنبت,,اذنبت
,اسيةكبيرهعملت,,,هذهاليناواصابنامنهاضرَّعظيم,,ذنبً
,,,,,,عظيم
,وكثيرضرتني,,وكثيرضرتني,,وكثيرضرتني_,
,هذهالمفسوده,,هذهالمفسوده,هذهالمفسوده,,وضرتني
,لان,,لأنالدّيكالذيأعطانيسيديالملكقتلتهلانَّه,فقد,,لان
كان,كان,كان,,كان,كان,كان
لي,لي,لي,,لنا,لي,لنا
ديك,ديك,ديك,,ديك,ديكًا,ديكً
ذوصوت,,مليح_,,,,
عجيب,عجيب,,,عجيب,عجيب,عجيب
,صاحبصوت,صاحبصوت,,عظيمكانلهحسَّ,صاحبصوت,
,,عجيب_,,,,
,جيَّد,,,,حلو_,
,مليح,وهو,,مليح,,
,وحسن,كان,كان,وكان,,
,كان,,,,كان,
,قداعطانيهو,,,قداعطانيهو,قداعطانيهو,
,سيدي,,,سيَّدى,سيدي,
,الملك,,,الملك,سنحاريبالملك_,
وكان,وكان,,,وكان,وكان,وكان
يدلّنيعلى,يعرّفني,يعرفني,يعرفني,يعرَّفنىساعةاليل,يعرفني,يعرفني
ساعاتالليل,ساعاتالليل,ساعاتالليل_,ساعاتالليل,,ساعاتالليل,ساعاتالليل
واسرحدوممولايكاناعطانيايّاهُهبةوفيهذه,والنهار,وقدمظتهدهالصنورهفيهده,أجابفرعونوقالليياحقارأبصرككلما,والنهار,والنهار_,والنهار
,بصوته,,,بصوته,فمضيتهذهالمفسودةفي,
,العجيبوهذه,,,وصياحهالصحيح,,
,,,,وفى,,وفى
,,,,هذه,هذه,هذه
الليلة,الليله,الليله_,,الليلة,الليلة,الليله
ذهبالثعلبالىآثورفاكلديكي_فاذذاكقالليفرعونيااحيقارانّيأرىفيكعلامةالجنونكيفيمكنانيذهبثعلبمنمصرالىآثوربليلةواحدةلانهمعانّهيوجدبينهمابُعداكثرمنثلثمائةوستينفرسخًالكيياكلديككويرجعثانيةًالىهُنا_حينئذٍجاوبتقائلًايامولايالملك,,,,,الىاثورونينوى,مضيتهذهالسنورالىاتوروقتلتهوجيتاجابفرعونوقاللىياحيقاروابصرحديثكمضحكهكيفقدرهذهالسنور
,مضت,,,مضت,,مضت
,هذهالسنورةالملعونه,,,,,
,الىاتور,,,الىاتور,,الىاتور
,وقطعتراسالديك,وقطعتراسالديك,,وقطعتراسالديك,وقطعتراسالديك,وفعلت
,وقتلته,,,واهلكته,,
,واتت,واتت_,,واتت,واتت_,
,اجاب,فقاللهفرعونلقدخرفتوكبرتياحيقاركيفالصنورهفيليلهواحدهتمضيالي,,فاجاب,اجاب,
,فرعونوقاللييا,,,فرعونوقاللييا,فرعونوقاللييا,
,حيقروابصرك,,,حيقارانياراك,حيقار_ابصرككلما,
,كلما,,,كلما,,
,تكبر,,تكبر,تكبر,تكبر,
,فيالشيخوخه,,تنقص,وتشيختخرف,تنقص,
,وتنقص,,,وتنقص,,
,حكمتك,,حكمتك,حكمتك,حكمتك,
,وتقّل,,ومعرفتكلأن,وتقل,وتقل,
,معرفتك,,,معرفتك,معرفتك_,
,لان,,,الانفبين,لان,
,بين,,بين,,بين,
,مصر,,مصر,مصر,اثورونينوىالىمصر_اكثر,
,الى,,وأثورأكثر,والى,,
,اتور,اتور,منثلثماية,اتور,منثلثماية,
,ونينوا,ونينوا,,,الف,
,اكثرمن,منمصر_وتقطع,,اكثرمن,,
,ثلثمايه,,,ثلاثه,,
,وستين,,وستين,وستين,,
,فرسخ,,فرسخ,فرسخ,فرسخ,
,اعنيمراحلوكيف,,كيف,فكيف,,
,كانت,,كانت,كانت,كانت,
,تستطيعهذه,,تستطيعهذه,تقدر,تقدر,
,السنورة,,السنوره,هذهالسنور,,
,تمضي,,تمضي,تمضي,تمضي,
,كل,,كل,كل,هذهالصنورةفي,
,هذا,,هذا,هذا,,هذا
,البعد,,البعد,البعد,,الامرقلتله
,بليلةٍ,,بليله,فى,,
,,,,ليلة,ليلة,
,واحدهوتاخذ,,واحدهوتاخذ,واحدهوتاخذ,واحدةفيهلقدربُعد_وتقطع,
,راسالديك,راسالديك,راسالديك,راسالديك,راسالديك,
,وتجي,وتجي_,وتجي,وتعود,وتجي_,
,الى,فقاللهحيقاركيففيهداالبلدكله,إلى,الى,فقلتُ,
,هاهنافقلت,,هاهنافقلت,هاهنافقلت,,
,له,,له,له,له_,
,اذا,,,اذا,اذا,
,,,,كان,كان,
,بينمصر,,بينمصر,بينمصر,بينمصر,
,الى,,إلىآثور,الى,الى,
,اتور,,,اتور,اثورونينوىكان,
,كل,,كل,كل,,
,هذاالبعد,,هذاالبعد,هذاالبعد,هذاالبعد,
كيف,كيف,,كيف,فكيف,فكيف,كيف
اذاًيصهلحصانمولاي,ويصهل,,,يكونحتى,,
,,يصهل,يصهل,يصهل,يصهل,يصهل
,فرس,فرس,فرس,فرس,فرس,فرس
,سيدي,سيدي,سيدي,سيدي,سيدي,سيدىفىاتوريطرحونحجاريكمفىمصرفسكتوماقدرردالجواب
,,الملك,الملك,,الملك,
هناك,هناك,فياتورونينوا_فيسمعواكلهمهاهناويطرحونمافيبطونهم_عندذلك,هناك,هناك,,
فتطرحافراسكمهاهناثمقالالملكانجوابكهوحسنجدًالكنفسّر,ويطرحون,,ويطرحون,ويطرحون,ويطرحون,
,خيلكم,,خيلكم,خيولكم,خيولكم,
,هناولماسمعهولاي,,هاهناولماسمع,هاهناولماسمع,ههنافلماسمعهولافرعونخجلوعرفانه,
,,,هولاء,فرعونهولاىمني,,
,بهت,بهت,بهت,بهت,,
,وخجلوعرف,فرعونلماسمعجوابحيقار_فقاللهياحيقارفسرليَّهدا,وخجلوعرف,وخجلوعرف,,
,,,أنى,عندذالك,,
,ان,,,ان,,
,قدشرحتله,,قدشرحتله,قدشرحتله,قدشرحتله,
,مسألته,,مسالتهوقال,مسالتهوقال,مسألته_,
,فقال,,ليفرعونياحقارايشأحميمنالنارقالحقارغطابينالسلاطيناحميمنالنارثمقالفرعونلحقار,,فقال,فقال
,,,,,,لى
,لي,,,,لي,
,,,,ايضا,,ايضا
,اشرح,,,اشرح,اشرح,اشرح
لي,,,,لي,,
,,,,,ليهذهالمسألةواحدبنالهاسطوانةبناها,لى
هذا,هذا,,,هذا,,هذا
المثل,المثل,المثل_,,المثل,,المثل
وهوبنّآءابتنىعامودًاما_وبناه,بنّا,,بنّا,وذالكانبنَّا,,بنا
,قد,,,قد,,قد
,بنا,,بنا,بنا,,بنا
,اسطوانه,اسطوانه,اسطوانه,قاعدةواقامها,,اسطوانه
,ايصومعه,بنوها_منتمانية,,,,وبنها
,وبناها,,وبناها,,,
منثمانية,منثمانية,,منثمانية,منثمانية,منثمانية,منثمانية
آلافوسبعمائةوثلاث,الف,الافوسبعماية,ألآف,الافوسبعماية,الف,الف
,وسبعمايه,وتلاتهوستين,وسبعماية,,وسبعماية,و7مايهو3و60
,وثلاثه,,وثلثه,وثلاثه,وثلثة,
وستين,وستين,,وستين,وستين,وستين,
آجورةًوسقّفهبثلثمائةوخمس,لبنه,,لبنه,لبنه,حجر_,لبنه
,وعقدها,,وعقدها,وعقدها,وعقدها,وعقدها
,بثلثماية,,بثلثماية,بثلاثهمايه,بثلثماية,بثلاثهمايه
,وخمسه,,وخمسه,وخمسه,وخمسة,و5و60حجرهوغرز
وستين,وستين,,وستين,وستونحجرة,,
صخرةونصبفوقهاثنتيعشرةشجرةمنالارْز_وركزفيكلّارزةٍثلاثينقضيبًاوفيكلقضيبعنقودينمنالثمر_,لبنه,لبنه_,حجر,,,
,,وعقدوهابتلتمايةوخمسه,,,,
,,,وغرس,,,
,,وستينحجر,,,وستينحجر,
,,وغرسوا,,,ايلبنة_,
,وغرس,,,وغرس,وغرس,
,فوقها,فيها,فوقها,فيها,فوقها,فوقها
,اثنعشرشجارة,اتنا,اثنيعشرشجرة,اثنى,اثني,اثنى
,,عشر,,عشر,عشر,عشر
,,شجرةًنخلوطلع,,شجرة,شجرة,شجرة
,ارز,,,ارز,ارز_,ارز
,وعمل,,وعمل,وجعل,وعمل,وعمل
,في,في,في,فىكلشجرة,في,فىكلشجرة
,كل,كل,الشجرة,منهاثلاثونوصيَّر,كل,30
,ارز,شجرهثلثينغصن_,,,ارز_,
,,,,فىكل,,
,ثلاثين,,ثلاثين,,ثلاثين,
,,,,غصن,,
,غصن,,غصن,,,
,,,,منها,,
,اي,,وفيالغصنعنقودينمنالثمره,,,
,قضيب,,,,قضيب_,قضيب
,وصار,وصار,,,وصار,وصار
,,,,,,فىكل
,فيكل,فيكل,,,فيكل,
,,غصن,,,,
,قضيب,,,,قضيب,قضيب
,عنقودين,عنقودين,,عنقودينواحد,عنقودين,عنقودينواحد
الواحد,اثمار,الواحد,,,اثمار_,
ابيض_,واحد,ابيض,واحد,ابيض,واحد,ابيض
والآخر,ابيضوواحد,والواحد,أسودوواحدأبيض,والاخر,ابيضوواحد,واحد
اسود_,اسود,اسود_,,اسود,اسود_,اسود
فقلت,فقلت,فقاللهحيقار_هدا,فقلت,فقلت,فقلت,فقلت
حينئذٍ,للملك,,للملك,لهياايهاالملك,,للملك
الىفرعون,,,,,الىفرعون,
